Time,User,Value,Error
0s,-323694.0,499.75492507491396,0.18931283633182405
2.7h,-323694.0,29.514123395995,0.18931259862988517
24h,-323694.0,10.520144469076042,0.18931236092764783
11.6d,-323694.0,0.52271488262143,0.21812686675418963
30d,-323694.0,0.4996593761943222,0.21729827426834294
10y,-323694.0,0.0001620074283,0.14401607549159223
