Time,Value,Error
0s,9.69244e-05,0.0197
2.7h,9.67027e-05,0.0197
24h,9.50255e-05,0.0197
11.6d,7.70867e-05,0.0197
30d,5.35365e-05,0.0197
10y,4.55618e-36,0.0197
