Time,Value,Error
0s,2.041465844129e-13,1.01447287297394
2.7h,2.0413776941e-13,1.01447287297394
24h,2.0407295238720003e-13,1.01447287297394
11.6d,2.03297560116e-13,1.01447287297394
30d,2.019526466458e-13,1.01447287297394
10y,5.4939454618499995e-14,1.01447287297394
