Time,User,Value,Error
0s,-1384135.0,60891.0135238555,0.00010656966046629262
2.7h,-1384135.0,1652.7673179501,4.949096092578546e-05
24h,-1384135.0,612.7937592896145,5.0390015713712636e-05
11.6d,-1384135.0,26.21195570709406,0.00018086862490937158
30d,-1384135.0,23.7000263127428,0.00018082495015306414
10y,-1384135.0,2.228928725240537,0.00018508812643960559
