Tally N.,Tally Description,Energy,Value,Error
4,Neutron Spectra,1e-07,0.000235418,5.27836e-06
4,Neutron Spectra,4.1399e-07,0.0170427,6.02419e-05
4,Neutron Spectra,5.3158e-07,0.0140015,3.7047e-05
4,Neutron Spectra,6.825599999999999e-07,0.0223666,4.62465e-05
4,Neutron Spectra,8.7643e-07,0.0340572,5.70506e-05
4,Neutron Spectra,1.1252999999999998e-06,0.0492482,6.78891e-05
4,Neutron Spectra,1.445e-06,0.0685674,6.95265e-05
4,Neutron Spectra,1.8553999999999998e-06,0.0917139,8.10578e-05
4,Neutron Spectra,2.3824e-06,0.118809,8.21779e-05
4,Neutron Spectra,3.059e-06,0.149639,0.000108895
4,Neutron Spectra,3.9279e-06,0.183464,0.000110071
4,Neutron Spectra,5.043499999999999e-06,0.224703,0.000124949
4,Neutron Spectra,6.4759e-06,0.268483,0.000133443
4,Neutron Spectra,8.3153e-06,0.310167,0.000154634
4,Neutron Spectra,1.0677e-05,0.356571,0.000157165
4,Neutron Spectra,1.3710000000000001e-05,0.400265,0.000163274
4,Neutron Spectra,1.7604e-05,0.4485,0.000179638
4,Neutron Spectra,2.2603e-05,0.492926,0.000189991
4,Neutron Spectra,2.9023e-05,0.537825,0.000220571
4,Neutron Spectra,3.7266e-05,0.582052,0.000217238
4,Neutron Spectra,4.7851e-05,0.639596,0.000213884
4,Neutron Spectra,6.1442e-05,0.876842,0.000269463
4,Neutron Spectra,7.889299999999999e-05,0.94064,0.000278762
4,Neutron Spectra,0.0001013,1.00943,0.00030198
4,Neutron Spectra,0.00013006999999999998,1.04644,0.000294297
4,Neutron Spectra,0.00016702,1.127,0.000269063
4,Neutron Spectra,0.00021444999999999998,1.2953,0.000302113
4,Neutron Spectra,0.00027536,1.30921,0.000325372
4,Neutron Spectra,0.00035358,0.752705,0.000174336
4,Neutron Spectra,0.000454,1.18747,0.00025109
4,Neutron Spectra,0.00058295,1.70029,0.000363946
4,Neutron Spectra,0.0007485199999999999,1.91019,0.000407413
4,Neutron Spectra,0.00096112,2.04659,0.000402642
4,Neutron Spectra,0.0012341,2.01623,0.000373831
4,Neutron Spectra,0.0015845999999999998,2.69322,0.000472591
4,Neutron Spectra,0.0020347,2.67743,0.000439248
4,Neutron Spectra,0.0022486999999999997,0.795245,0.000150927
4,Neutron Spectra,0.0024852,0.536939,0.00010228
4,Neutron Spectra,0.0026125999999999996,0.314192,6.48465e-05
4,Neutron Spectra,0.0027465,0.401848,0.000110101
4,Neutron Spectra,0.0030354,0.980163,0.000175317
4,Neutron Spectra,0.0033545999999999997,1.04045,0.000194003
4,Neutron Spectra,0.0037074,0.992244,0.000176593
4,Neutron Spectra,0.004307399999999999,1.18143,0.000209093
4,Neutron Spectra,0.0055308,2.13569,0.000304772
4,Neutron Spectra,0.0071017,2.03182,0.000314676
4,Neutron Spectra,0.009118799999999998,1.52381,0.000237869
4,Neutron Spectra,0.010595,1.90956,0.000306731
4,Neutron Spectra,0.011708999999999999,1.41555,0.000252728
4,Neutron Spectra,0.015033999999999999,2.90512,0.000386378
4,Neutron Spectra,0.019303999999999998,3.20868,0.00044645
4,Neutron Spectra,0.021875,2.88669,0.000439199
4,Neutron Spectra,0.023579,2.40415,0.000450509
4,Neutron Spectra,0.024176,0.914475,0.00024527
4,Neutron Spectra,0.024787999999999998,1.19144,0.000309961
4,Neutron Spectra,0.026057999999999998,2.19082,0.00043769
4,Neutron Spectra,0.027,0.594052,0.000145201
4,Neutron Spectra,0.028501,0.167584,3.71076e-05
4,Neutron Spectra,0.031827999999999995,0.811795,0.000125992
4,Neutron Spectra,0.034307,1.08417,0.000200645
4,Neutron Spectra,0.040868,3.46293,0.000486801
4,Neutron Spectra,0.046308999999999996,3.59716,0.000562181
4,Neutron Spectra,0.052475,2.96102,0.000494177
4,Neutron Spectra,0.056561999999999994,1.91833,0.000355183
4,Neutron Spectra,0.06738,5.47149,0.00070642
4,Neutron Spectra,0.07202399999999999,2.73205,0.000420336
4,Neutron Spectra,0.079499,3.3057,0.000540601
4,Neutron Spectra,0.08250299999999999,2.86471,0.000570066
4,Neutron Spectra,0.086517,0.89346,0.000209494
4,Neutron Spectra,0.098036,3.52944,0.000518356
4,Neutron Spectra,0.11109,3.87986,0.000536356
4,Neutron Spectra,0.11678999999999999,2.37563,0.000451081
4,Neutron Spectra,0.12276999999999999,2.88177,0.000514415
4,Neutron Spectra,0.12907,3.61766,0.000761145
4,Neutron Spectra,0.13569,3.61743,0.00068189
4,Neutron Spectra,0.14264,2.51473,0.000544272
4,Neutron Spectra,0.14995999999999998,1.12588,0.000215735
4,Neutron Spectra,0.15764,2.08186,0.000400642
4,Neutron Spectra,0.16573,2.11243,0.000355677
4,Neutron Spectra,0.17421999999999999,2.20531,0.000422797
4,Neutron Spectra,0.18316,3.0373,0.000595157
4,Neutron Spectra,0.19255,1.85653,0.000378967
4,Neutron Spectra,0.20242,1.58171,0.000307106
4,Neutron Spectra,0.2128,2.03662,0.000373335
4,Neutron Spectra,0.22371,2.50167,0.000462343
4,Neutron Spectra,0.23518,2.36443,0.000450121
4,Neutron Spectra,0.24724,2.44537,0.000486384
4,Neutron Spectra,0.27324,6.61769,0.00107137
4,Neutron Spectra,0.28725,2.20342,0.000449537
4,Neutron Spectra,0.29452,1.4856,0.000361349
4,Neutron Spectra,0.29721,0.708071,0.000284668
4,Neutron Spectra,0.29849,0.375951,0.000207061
4,Neutron Spectra,0.30196999999999996,1.119,0.000341688
4,Neutron Spectra,0.33372999999999997,6.64477,0.00100927
4,Neutron Spectra,0.36883,6.28017,0.00109137
4,Neutron Spectra,0.38774,3.08524,0.000651052
4,Neutron Spectra,0.40762,1.72642,0.000370111
4,Neutron Spectra,0.45049,3.80797,0.000661522
4,Neutron Spectra,0.49787,4.63695,0.000796935
4,Neutron Spectra,0.5234,2.34472,0.000464507
4,Neutron Spectra,0.55023,2.45168,0.000477991
4,Neutron Spectra,0.57844,2.61765,0.000574289
4,Neutron Spectra,0.6081,3.5391,0.000705205
4,Neutron Spectra,0.63928,2.69181,0.000652521
4,Neutron Spectra,0.67206,2.56269,0.000580761
4,Neutron Spectra,0.70651,2.30531,0.000577696
4,Neutron Spectra,0.74274,1.80959,0.000496491
4,Neutron Spectra,0.78082,1.28924,0.000329383
4,Neutron Spectra,0.82085,1.36752,0.00036879
4,Neutron Spectra,0.8629399999999999,1.49366,0.00048638
4,Neutron Spectra,0.90718,1.33232,0.000410304
4,Neutron Spectra,0.9616699999999999,1.77917,0.000574861
4,Neutron Spectra,1.0026,0.937576,0.000324828
4,Neutron Spectra,1.1079999999999999,2.3626,0.000711362
4,Neutron Spectra,1.1648,1.17297,0.000437137
4,Neutron Spectra,1.2246,1.1885,0.000413529
4,Neutron Spectra,1.2873999999999999,0.834535,0.000257812
4,Neutron Spectra,1.3534,0.811473,0.000318123
4,Neutron Spectra,1.4226999999999999,0.770202,0.000350015
4,Neutron Spectra,1.4957,0.636311,0.000295526
4,Neutron Spectra,1.5724,0.616362,0.000312397
4,Neutron Spectra,1.653,0.62484,0.000285996
4,Neutron Spectra,1.7377,0.625647,0.000279332
4,Neutron Spectra,1.8268,0.57667,0.000263415
4,Neutron Spectra,1.9204999999999999,0.488511,0.000273315
4,Neutron Spectra,2.019,0.44661,0.000217482
4,Neutron Spectra,2.1225,0.436306,0.000236266
4,Neutron Spectra,2.2313,0.425158,0.0002125
4,Neutron Spectra,2.3068999999999997,0.282393,0.00018481
4,Neutron Spectra,2.3457,0.124192,0.000114012
4,Neutron Spectra,2.3653,0.0699955,7.23838e-05
4,Neutron Spectra,2.3851,0.0703341,7.95374e-05
4,Neutron Spectra,2.4659999999999997,0.241775,0.000163751
4,Neutron Spectra,2.5924,0.334062,0.000196007
4,Neutron Spectra,2.7253,0.336525,0.000221153
4,Neutron Spectra,2.8649999999999998,0.307791,0.000213347
4,Neutron Spectra,3.0119,0.294131,0.000196981
4,Neutron Spectra,3.1664,0.268716,0.0001635
4,Neutron Spectra,3.3287,0.267724,0.000162038
4,Neutron Spectra,3.6788,0.505853,0.00024351
4,Neutron Spectra,4.0657,0.451287,0.000232801
4,Neutron Spectra,4.4933,0.428102,0.000237818
4,Neutron Spectra,4.7237,0.206913,0.000156789
4,Neutron Spectra,4.9658,0.206566,0.00015739
4,Neutron Spectra,5.2204999999999995,0.207118,0.00016676
4,Neutron Spectra,5.488099999999999,0.208508,0.000151353
4,Neutron Spectra,5.7695,0.209426,0.000169884
4,Neutron Spectra,6.0653,0.21295,0.000145096
4,Neutron Spectra,6.3763,0.217556,0.000176954
4,Neutron Spectra,6.5924,0.147495,0.000127125
4,Neutron Spectra,6.7032,0.0745351,0.000103032
4,Neutron Spectra,7.0469,0.229215,0.000180841
4,Neutron Spectra,7.4082,0.236332,0.000185354
4,Neutron Spectra,7.787999999999999,0.244756,0.000174454
4,Neutron Spectra,8.1873,0.254391,0.00017513
4,Neutron Spectra,8.607099999999999,0.264911,0.000198843
4,Neutron Spectra,9.048399999999999,0.276367,0.0001914
4,Neutron Spectra,9.5123,0.286232,0.000192475
4,Neutron Spectra,10.0,0.298669,0.000192868
4,Neutron Spectra,10.513,0.31243,0.000201485
4,Neutron Spectra,11.052,0.325786,0.000190944
4,Neutron Spectra,11.618,0.341275,0.000229271
4,Neutron Spectra,12.213999999999999,0.358099,0.000231508
4,Neutron Spectra,12.523,0.185064,0.000157311
4,Neutron Spectra,12.84,0.18876,0.000168204
4,Neutron Spectra,13.498999999999999,0.381796,0.00022565
4,Neutron Spectra,13.84,0.186358,0.000148161
4,Neutron Spectra,14.190999999999999,0.0765811,9.34996e-05
4,Neutron Spectra,14.549999999999999,0.0,0.0
4,Neutron Spectra,14.918,0.0,0.0
4,Neutron Spectra,15.683,0.0,0.0
4,Neutron Spectra,16.487,0.0,0.0
4,Neutron Spectra,16.904999999999998,0.0,0.0
4,Neutron Spectra,17.332,0.0,0.0
4,Neutron Spectra,19.64,0.0,0.0
14,Photon Spectra,0.01,0.00311802,3.81946e-07
14,Photon Spectra,0.02,0.00272528,4.9414e-07
14,Photon Spectra,0.049999999999999996,0.0118926,3.23179e-06
14,Photon Spectra,0.09999999999999999,0.484545,6.96608e-05
14,Photon Spectra,0.19999999999999998,5.57545,0.000575689
14,Photon Spectra,0.3,4.95415,0.000547619
14,Photon Spectra,0.39999999999999997,3.09839,0.000364786
14,Photon Spectra,0.6,4.63473,0.000591707
14,Photon Spectra,0.7999999999999999,2.66666,0.000395753
14,Photon Spectra,1.0,3.38418,0.000436762
14,Photon Spectra,1.22,1.35422,0.000309964
14,Photon Spectra,1.44,1.7016,0.000342136
14,Photon Spectra,1.66,0.922985,0.000238146
14,Photon Spectra,2.0,1.10923,0.000298046
14,Photon Spectra,2.5,1.23275,0.000301662
14,Photon Spectra,3.0,1.10302,0.0002716
14,Photon Spectra,4.0,1.57655,0.000408501
14,Photon Spectra,5.0,0.870778,0.000307771
14,Photon Spectra,6.5,0.813068,0.000297206
14,Photon Spectra,8.0,0.57451,0.000239239
14,Photon Spectra,10.0,0.174051,0.000123327
14,Photon Spectra,12.0,0.00647774,2.43442e-05
14,Photon Spectra,14.0,0.000405118,6.26753e-06
14,Photon Spectra,20.0,0.000480473,6.40961e-06
