Cells,Value,Error
510.0,0.000198119,0.0016
511.0,5.3231e-05,0.0026
512.0,1.65386e-05,0.0035
513.0,5.48203e-06,0.0043
514.0,1.93262e-06,0.0052
515.0,3.99172e-07,0.0078
516.0,2.00087e-07,0.0081
517.0,6.93024e-08,0.0101
518.0,2.53254e-08,0.0111
519.0,9.4702e-09,0.0142
520.0,3.32192e-09,0.0154
521.0,1.238e-09,0.0178
522.0,5.2279e-10,0.019
523.0,2.99742e-10,0.0182
