Cells,Value,Error
510.0,0.00028158,0.0068
511.0,0.000454739,0.004
512.0,0.000265071,0.0037
513.0,0.000122326,0.0038
514.0,5.02124e-05,0.0043
515.0,1.04706e-05,0.0065
516.0,2.38201e-06,0.0095
517.0,1.71711e-06,0.0079
518.0,7.6841e-07,0.0087
519.0,3.15696e-07,0.0099
520.0,1.13854e-07,0.0113
521.0,4.59685e-08,0.0128
522.0,1.41274e-08,0.0158
523.0,3.69757e-09,0.0219
