Cells,Value,Error
Blanket_outboard_t3_1,2.1129289326547773e-06,0.00015838936639361962
Blanket_outboard_t3_2,2.03680100214113e-06,0.0001870357914548
Blanket_outboard_t3_3,2.0366897990483515e-06,0.0001793366537069559
Blanket_outboard_b2_1,2.50259179280696e-06,0.00018309734270044076
Blanket_outboard_b2_2,2.4308078580977688e-06,0.00022119378378601592
Blanket_outboard_b2_3,2.431897792837983e-06,0.00020609281535600215
Blanket_outboard_m2_1,2.646666890444367e-06,0.00015471064078941493
Blanket_outboard_m2_2,2.6423924527536247e-06,0.00013703463062968545
Blanket_outboard_m3_1,2.6330779053699586e-06,0.0001713521719816183
Blanket_outboard_m3_2,2.6283256611201674e-06,0.00013747240946994352
Blanket_outboard_t4,2.795725977332406e-06,0.00018439079890807987
Blanket_outboard_b1,2.916880635161671e-06,0.00017681691905161012
Blanket_t1_1,1.4890295606101497e-06,0.0003007808089986473
Blanket_t1_2,1.4886466521821945e-06,0.00026917338106980466
Blanket_outboard_t2_1,1.4844806041615759e-06,0.0002709344196269106
Blanket_outboard_t2_2,1.5707108517496594e-06,0.00030279793480980714
Blanket_outboard_t2_3,1.5696571365684196e-06,0.00025324673219700907
Blanket_outboard_m1_1,1.8862658413220963e-06,0.00027841433509477934
Blanket_outboard_m1_2,1.8859552216782325e-06,0.0002783736338195983
Blanket_outboard_m4_1,1.9771619659958053e-06,0.00027843971851752175
Blanket_outboard_m4_2,1.9754809542648737e-06,0.0002519422378167199
Blanket_inboard_m_1,3.775351589121469e-06,0.00019204428028229918
Blanket_inboard_m_2,2.9610252121014784e-06,0.00019918486288082285
Blanket_inboard_m_3,2.9616753935910676e-06,0.000239768187719469
Blanket_inboard_b1_1,2.214071515993472e-06,0.00023735833763290177
Blanket_inboard_b1_2,1.9739136628564647e-06,0.0003028982321592694
Blanket_inboard_b1_3,1.974433526459199e-06,0.0002858431320097728
Blanket_inboard_t2_1,8.555621796200128e-07,0.00038370778460059966
Blanket_inboard_t2_2,8.715123865214734e-07,0.0005015371695350004
Blanket_inboard_t2_3,8.716856779065793e-07,0.00047792338815157197
Blanket_inboard_t4_1,2.444497659380334e-06,0.0002893440862742507
Blanket_inboard_t4_2,2.1595803002902305e-06,0.00026851391555936634
Blanket_inboard_t4_3,2.1595955944471952e-06,0.00030215516025889293
Blanket_inboard_t3_1,1.3771479076295477e-06,0.0003150221625336645
Blanket_inboard_t3_2,1.3297065063489143e-06,0.00037537479849792787
Blanket_inboard_t3_3,1.3291841934335712e-06,0.00036080669356951446
Blanket_inboard_b2_1,1.2873549617787226e-06,0.0003815600577319073
Blanket_inboard_b2_2,1.249033262475244e-06,0.00047523710546658614
Blanket_inboard_b2_3,1.2501787513718928e-06,0.0004418584143730231
Blanket_t1_3,1.1695520608098668e-06,0.0006122613971872662
