Cells,Value,Error
Blanket_outboard_t3_1,1.127427978568805e-12,0.00022334022295993937
Blanket_outboard_t3_2,1.0965513846006714e-12,0.000259077768685298
Blanket_outboard_t3_3,1.0966630977747144e-12,0.00026828938677633335
Blanket_outboard_b2_1,1.4142199016694677e-12,0.00024338062465745563
Blanket_outboard_b2_2,1.3578668317741956e-12,0.0003413017814981668
Blanket_outboard_b2_3,1.3580939450333883e-12,0.00027919756261100614
Blanket_outboard_m2_1,1.4986708763833534e-12,0.00020484852730228312
Blanket_outboard_m2_2,1.497976360291868e-12,0.00019390124966344122
Blanket_outboard_m3_1,1.4936476019856885e-12,0.00022509876577336783
Blanket_outboard_m3_2,1.4926403717746136e-12,0.0002010895340334116
Blanket_outboard_t4,1.5092323006827004e-12,0.00025722021581311066
Blanket_outboard_b1,1.59454002018519e-12,0.00025825414682111345
Blanket_t1_1,7.020853392728433e-13,0.00046686708187760744
Blanket_t1_2,7.019136386608794e-13,0.0004852912771121974
Blanket_outboard_t2_1,6.899443626266577e-13,0.0004097900003812832
Blanket_outboard_t2_2,7.785315576297921e-13,0.0004383966702291231
Blanket_outboard_t2_3,7.780548392649111e-13,0.0003973583547212011
Blanket_outboard_m1_1,9.81306863482636e-13,0.00036863230327584614
Blanket_outboard_m1_2,9.818036239372728e-13,0.00037605708007444524
Blanket_outboard_m4_1,1.0433275343213836e-12,0.00037844382121808015
Blanket_outboard_m4_2,1.04359874508316e-12,0.000358522824225526
Blanket_inboard_m_1,2.1756364954432274e-12,0.00025372137761722475
Blanket_inboard_m_2,1.6982025961745904e-12,0.000263909704198679
Blanket_inboard_m_3,1.6989697743848208e-12,0.0002739177450139134
Blanket_inboard_b1_1,1.1121915908919276e-12,0.00037324750397987004
Blanket_inboard_b1_2,1.0155828592488529e-12,0.00043091511851192963
Blanket_inboard_b1_3,1.0168755405641983e-12,0.0004737643051034557
Blanket_inboard_t2_1,2.2122158338227252e-13,0.0009435482562392388
Blanket_inboard_t2_2,2.4100746407637426e-13,0.001090686193065731
Blanket_inboard_t2_3,2.4139754936045434e-13,0.0010864275222484579
Blanket_inboard_t4_1,1.2610780664336954e-12,0.0004119896666380988
Blanket_inboard_t4_2,1.1357965499477488e-12,0.0003907996772307211
Blanket_inboard_t4_3,1.1348980529843516e-12,0.00043370576646890294
Blanket_inboard_t3_1,4.985474957799037e-13,0.0005660573346185438
Blanket_inboard_t3_2,5.118338978305651e-13,0.0006521544336482406
Blanket_inboard_t3_3,5.105333669083015e-13,0.0006733547146226343
Blanket_inboard_b2_1,4.60469945190847e-13,0.0006995678629931004
Blanket_inboard_b2_2,4.775204636774151e-13,0.0007559099262145046
Blanket_inboard_b2_3,4.781335297952435e-13,0.000806864287880819
Blanket_t1_3,4.708435416099929e-13,0.0010709974279066764
