energy low [eV],Energy,Cells,Value,Error
0.20242,0.2128,Blanket_outboard_m2_1,2.8755081242047653e-08,0.0005250667564424971
0.2128,0.22371,Blanket_outboard_m2_1,3.277756564545545e-08,0.0005111737476705345
0.22371,0.23518,Blanket_outboard_m2_1,3.1813977215675075e-08,0.0004949536013909232
0.23518,0.24724,Blanket_outboard_m2_1,3.2121691552160084e-08,0.0005741159402427327
0.24724,0.27324,Blanket_outboard_m2_1,8.098839054992763e-08,0.0003743332859622356
0.27324,0.28725,Blanket_outboard_m2_1,3.009632114958146e-08,0.0005184431935423532
0.28725,0.29452,Blanket_outboard_m2_1,1.909853176782011e-08,0.000674085594441711
0.29452,0.29721,Blanket_outboard_m2_1,8.563575198493095e-09,0.0009549416364573394
0.29721,0.29849,Blanket_outboard_m2_1,4.434903010616053e-09,0.0013785443685490856
0.29849,0.30196999999999996,Blanket_outboard_m2_1,1.2996790880115063e-08,0.0008437632463629794
0.30196999999999996,0.33372999999999997,Blanket_outboard_m2_1,8.823506098087092e-08,0.0004553775505586232
0.33372999999999997,0.36883,Blanket_outboard_m2_1,9.170168006232581e-08,0.0003815106155393318
0.36883,0.38774,Blanket_outboard_m2_1,4.837537297265893e-08,0.00048479833208257134
0.38774,0.40762,Blanket_outboard_m2_1,3.14796764920094e-08,0.00042566591254260744
0.40762,0.45049,Blanket_outboard_m2_1,6.532032369018423e-08,0.00038592935037309
0.45049,0.49787,Blanket_outboard_m2_1,8.147589876559103e-08,0.0003800060008605619
0.49787,0.5234,Blanket_outboard_m2_1,4.434382157254714e-08,0.0005186987320754169
0.5234,0.55023,Blanket_outboard_m2_1,4.5719930144459364e-08,0.00044986856578469933
0.55023,0.57844,Blanket_outboard_m2_1,4.995985769317089e-08,0.00046522499595725734
0.57844,0.6081,Blanket_outboard_m2_1,6.080098155863872e-08,0.000452235240896595
0.6081,0.63928,Blanket_outboard_m2_1,5.525105111827974e-08,0.0005678968269567603
0.63928,0.67206,Blanket_outboard_m2_1,5.769661350266887e-08,0.0005807798497234421
0.67206,0.70651,Blanket_outboard_m2_1,5.5419616396785655e-08,0.0005426379556700649
0.70651,0.74274,Blanket_outboard_m2_1,4.977392971363008e-08,0.0004722767157663526
0.74274,0.78082,Blanket_outboard_m2_1,3.989237898850797e-08,0.0004885336224833818
0.78082,0.82085,Blanket_outboard_m2_1,4.21872017106403e-08,0.00048357317743490493
0.82085,0.8629399999999999,Blanket_outboard_m2_1,4.384889326167481e-08,0.0005461763917296574
0.8629399999999999,0.90718,Blanket_outboard_m2_1,3.8857514354276454e-08,0.0005229568239680366
0.90718,0.9616699999999999,Blanket_outboard_m2_1,4.85444753264166e-08,0.0005570292749804871
0.9616699999999999,1.0026,Blanket_outboard_m2_1,2.7767622294286496e-08,0.0006605119581904798
1.0026,1.1079999999999999,Blanket_outboard_m2_1,7.349191368339371e-08,0.0004973567949080698
1.1079999999999999,1.1648,Blanket_outboard_m2_1,3.929679198885413e-08,0.0006657681440152913
1.1648,1.2246,Blanket_outboard_m2_1,4.0011979938711986e-08,0.0005670296247322419
1.2246,1.2873999999999999,Blanket_outboard_m2_1,3.111147141795142e-08,0.0006028802909828301
1.2873999999999999,1.3534,Blanket_outboard_m2_1,3.165331978567887e-08,0.0006019869186659605
1.3534,1.4226999999999999,Blanket_outboard_m2_1,3.057977689593586e-08,0.0006854631924008517
1.4226999999999999,1.4957,Blanket_outboard_m2_1,2.5819023728864355e-08,0.000721656311633154
1.4957,1.5724,Blanket_outboard_m2_1,2.515541984282859e-08,0.0006292675847830082
1.5724,1.653,Blanket_outboard_m2_1,2.5472903833057196e-08,0.0006510348639060346
1.653,1.7377,Blanket_outboard_m2_1,2.5585063198220255e-08,0.0007138507787418059
1.7377,1.8268,Blanket_outboard_m2_1,2.390422215747879e-08,0.0007602169087860763
1.8268,1.9204999999999999,Blanket_outboard_m2_1,2.0448052142752672e-08,0.0008375334199752492
1.9204999999999999,2.019,Blanket_outboard_m2_1,1.9132824931642053e-08,0.0008017820887283956
2.019,2.1225,Blanket_outboard_m2_1,1.8556612925562703e-08,0.0008006760863154423
2.1225,2.2313,Blanket_outboard_m2_1,1.8049447743889363e-08,0.0007898957413783146
2.2313,2.3068999999999997,Blanket_outboard_m2_1,1.1872952247327707e-08,0.0009364686967495012
2.3068999999999997,2.3457,Blanket_outboard_m2_1,5.3805101961676595e-09,0.0013914203990735051
2.3457,2.3653,Blanket_outboard_m2_1,2.9928535262073594e-09,0.0015977444810638475
2.3653,2.3851,Blanket_outboard_m2_1,2.969309180683916e-09,0.0017398880767106773
2.3851,2.4659999999999997,Blanket_outboard_m2_1,1.0187150700590085e-08,0.00095480795191045
2.4659999999999997,2.5924,Blanket_outboard_m2_1,1.405240129871545e-08,0.0008825542274072798
2.5924,2.7253,Blanket_outboard_m2_1,1.3884968342866866e-08,0.0009257375510347453
2.7253,2.8649999999999998,Blanket_outboard_m2_1,1.2725848637306e-08,0.0009793104319786004
2.8649999999999998,3.0119,Blanket_outboard_m2_1,1.2080733100475108e-08,0.0009148565083182983
3.0119,3.1664,Blanket_outboard_m2_1,1.0976035508083333e-08,0.0010656304626369922
3.1664,3.3287,Blanket_outboard_m2_1,1.0542015580011066e-08,0.001042836791860756
3.3287,3.6788,Blanket_outboard_m2_1,1.899941515982752e-08,0.000864373930823598
3.6788,4.0657,Blanket_outboard_m2_1,1.635154186142895e-08,0.0007819416437445455
4.0657,4.4933,Blanket_outboard_m2_1,1.506290240230796e-08,0.0009539682096486095
4.4933,4.7237,Blanket_outboard_m2_1,6.976504426439308e-09,0.0016157007999376646
4.7237,4.9658,Blanket_outboard_m2_1,6.712358292809115e-09,0.0011825298815561678
4.9658,5.2204999999999995,Blanket_outboard_m2_1,6.387041315891556e-09,0.001240415789104047
5.2204999999999995,5.488099999999999,Blanket_outboard_m2_1,6.146846544155307e-09,0.0012406368470309057
5.488099999999999,5.7695,Blanket_outboard_m2_1,5.822545228813482e-09,0.001508317489445331
5.7695,6.0653,Blanket_outboard_m2_1,5.531273652854308e-09,0.001616069582457323
6.0653,6.3763,Blanket_outboard_m2_1,5.325028804969616e-09,0.001618195612661192
6.3763,6.5924,Blanket_outboard_m2_1,3.411506923635294e-09,0.002153972197251525
6.5924,6.7032,Blanket_outboard_m2_1,1.6709809264060474e-09,0.002356285571189771
6.7032,7.0469,Blanket_outboard_m2_1,4.837752718889509e-09,0.001654986569505484
7.0469,7.4082,Blanket_outboard_m2_1,4.637602597867813e-09,0.0016523849904405152
7.4082,7.787999999999999,Blanket_outboard_m2_1,4.534202241220423e-09,0.00163172164517453
7.787999999999999,8.1873,Blanket_outboard_m2_1,4.338131178596165e-09,0.001806065366201657
8.1873,8.607099999999999,Blanket_outboard_m2_1,4.503157051549946e-09,0.0016442734775332529
8.607099999999999,9.048399999999999,Blanket_outboard_m2_1,5.206650538871484e-09,0.001720409254504405
9.048399999999999,9.5123,Blanket_outboard_m2_1,5.5714608766850215e-09,0.0016795789069457396
9.5123,10.0,Blanket_outboard_m2_1,4.659764485495087e-09,0.0014167564012171558
10.0,10.513,Blanket_outboard_m2_1,5.139420353124681e-09,0.0019015277518389033
10.513,11.052,Blanket_outboard_m2_1,5.3887401605996894e-09,0.001599580091311293
11.052,11.618,Blanket_outboard_m2_1,4.632044105266661e-09,0.0017543272155860121
11.618,12.213999999999999,Blanket_outboard_m2_1,5.817615991943996e-09,0.0014676865867250845
12.213999999999999,12.523,Blanket_outboard_m2_1,5.650340443911119e-09,0.0016570369890746587
12.523,12.84,Blanket_outboard_m2_1,5.775521596196037e-09,0.0016401453796323511
12.84,13.498999999999999,Blanket_outboard_m2_1,3.0785876833683465e-08,0.0007254280092548018
13.498999999999999,13.84,Blanket_outboard_m2_1,3.122143805808512e-08,0.0007219749948272262
13.84,14.190999999999999,Blanket_outboard_m2_1,3.4036044699681065e-07,0.00020895619970092108
14.190999999999999,14.549999999999999,Blanket_outboard_m2_1,0.0,
14.549999999999999,14.918,Blanket_outboard_m2_1,0.0,
14.918,15.683,Blanket_outboard_m2_1,0.0,
15.683,16.487,Blanket_outboard_m2_1,0.0,
16.487,16.904999999999998,Blanket_outboard_m2_1,0.0,
16.904999999999998,17.332,Blanket_outboard_m2_1,0.0,
17.332,19.64,Blanket_outboard_m2_1,0.0,
1.0000000000000001e-11,1e-07,Blanket_outboard_m2_2,4.773112598247416e-08,0.00044673686321223594
1e-07,4.1399e-07,Blanket_outboard_m2_2,9.257943793444542e-08,0.0003646046033527082
4.1399e-07,5.3158e-07,Blanket_outboard_m2_2,2.209694182746125e-08,0.0005317262615510404
5.3158e-07,6.825599999999999e-07,Blanket_outboard_m2_2,2.4010807299723264e-08,0.0005363238184131712
6.825599999999999e-07,8.7643e-07,Blanket_outboard_m2_2,2.5900022492063056e-08,0.0004737580768171151
8.7643e-07,1.1252999999999998e-06,Blanket_outboard_m2_2,2.7772761260030376e-08,0.0004665704542363931
1.1252999999999998e-06,1.445e-06,Blanket_outboard_m2_2,2.9614790167566192e-08,0.000425900023115312
1.445e-06,1.8553999999999998e-06,Blanket_outboard_m2_2,3.1379304366437964e-08,0.00046413655932722747
1.8553999999999998e-06,2.3824e-06,Blanket_outboard_m2_2,3.304607471935198e-08,0.0004157136511912796
2.3824e-06,3.059e-06,Blanket_outboard_m2_2,3.4579966526609236e-08,0.0004364731203613742
3.059e-06,3.9279e-06,Blanket_outboard_m2_2,3.597084418718491e-08,0.0004221056838269662
3.9279e-06,5.043499999999999e-06,Blanket_outboard_m2_2,3.74223681478892e-08,0.0004134035746086654
5.043499999999999e-06,6.4759e-06,Blanket_outboard_m2_2,3.9093724479443476e-08,0.00041189983317321436
6.4759e-06,8.3153e-06,Blanket_outboard_m2_2,4.029986256043842e-08,0.0003889089996506125
8.3153e-06,1.0677e-05,Blanket_outboard_m2_2,4.1579052284102435e-08,0.0003454180703483947
1.0677e-05,1.3710000000000001e-05,Blanket_outboard_m2_2,4.239520940010468e-08,0.00037442622244715376
1.3710000000000001e-05,1.7604e-05,Blanket_outboard_m2_2,4.368594751389736e-08,0.0004020745028805077
1.7604e-05,2.2603e-05,Blanket_outboard_m2_2,4.452096435843971e-08,0.00036488586183622447
2.2603e-05,2.9023e-05,Blanket_outboard_m2_2,4.507217543822534e-08,0.0003639835910284669
2.9023e-05,3.7266e-05,Blanket_outboard_m2_2,4.492111140317549e-08,0.00037179076777543946
3.7266e-05,4.7851e-05,Blanket_outboard_m2_2,4.2265408148878646e-08,0.0003962505186831249
4.7851e-05,6.1442e-05,Blanket_outboard_m2_2,4.953542311190408e-08,0.0004034964084011719
6.1442e-05,7.889299999999999e-05,Blanket_outboard_m2_2,5.022003928244428e-08,0.0003591402799336411
7.889299999999999e-05,0.0001013,Blanket_outboard_m2_2,5.127679409551787e-08,0.0004030884602866388
0.0001013,0.00013006999999999998,Blanket_outboard_m2_2,5.138420374652265e-08,0.0003577004092405837
0.00013006999999999998,0.00016702,Blanket_outboard_m2_2,5.034919566004659e-08,0.0003688253157904211
0.00016702,0.00021444999999999998,Blanket_outboard_m2_2,5.658737552153861e-08,0.0003402560005049038
0.00021444999999999998,0.00027536,Blanket_outboard_m2_2,6.190256089452345e-08,0.0003283461438602567
0.00027536,0.00035358,Blanket_outboard_m2_2,4.129175696863843e-08,0.00032716395534807533
0.00035358,0.000454,Blanket_outboard_m2_2,4.4353046148965224e-08,0.00037389351985254294
0.000454,0.00058295,Blanket_outboard_m2_2,5.543386078793651e-08,0.0003584530547014501
0.00058295,0.0007485199999999999,Blanket_outboard_m2_2,5.8039910425184354e-08,0.00034162965070431804
0.0007485199999999999,0.00096112,Blanket_outboard_m2_2,5.981974536995997e-08,0.0003677950793779201
0.00096112,0.0012341,Blanket_outboard_m2_2,5.4144066568146985e-08,0.00036819637558726094
0.0012341,0.0015845999999999998,Blanket_outboard_m2_2,6.588377145550707e-08,0.0003673194178512478
0.0015845999999999998,0.0020347,Blanket_outboard_m2_2,7.330514488158341e-08,0.0003219779030718697
0.0020347,0.0022486999999999997,Blanket_outboard_m2_2,2.5488797219116163e-08,0.0003672034444424404
0.0022486999999999997,0.0024852,Blanket_outboard_m2_2,1.7362484939977306e-08,0.00035783826194370785
0.0024852,0.0026125999999999996,Blanket_outboard_m2_2,9.169065611202335e-09,0.00045577205221537174
0.0026125999999999996,0.0027465,Blanket_outboard_m2_2,1.0989501159849271e-08,0.0005123861672257826
0.0027465,0.0030354,Blanket_outboard_m2_2,2.5965024194039498e-08,0.00037601160327965934
0.0030354,0.0033545999999999997,Blanket_outboard_m2_2,2.8038673268529385e-08,0.00040333298736014173
0.0033545999999999997,0.0037074,Blanket_outboard_m2_2,2.7971739025774498e-08,0.00038953323193331496
0.0037074,0.004307399999999999,Blanket_outboard_m2_2,3.518170599888826e-08,0.0003359553488323752
0.004307399999999999,0.0055308,Blanket_outboard_m2_2,6.420149848326585e-08,0.0003072852696645716
0.0055308,0.0071017,Blanket_outboard_m2_2,6.400370184858806e-08,0.0003004698612796655
0.0071017,0.009118799999999998,Blanket_outboard_m2_2,4.333047210915222e-08,0.0003144027637314084
0.009118799999999998,0.010595,Blanket_outboard_m2_2,4.12346780101432e-08,0.00035408851563116625
0.010595,0.011708999999999999,Blanket_outboard_m2_2,3.180646504340175e-08,0.00039303635852549785
0.011708999999999999,0.015033999999999999,Blanket_outboard_m2_2,6.843554325284184e-08,0.0003314497704231713
0.015033999999999999,0.019303999999999998,Blanket_outboard_m2_2,5.423143556192723e-08,0.00038280031133721424
0.019303999999999998,0.021875,Blanket_outboard_m2_2,3.7303183322162015e-08,0.0004369537714072347
0.021875,0.023579,Blanket_outboard_m2_2,2.8413576693076357e-08,0.0005322786532873077
0.023579,0.024176,Blanket_outboard_m2_2,1.1606446014645677e-08,0.0006811365558696946
0.024176,0.024787999999999998,Blanket_outboard_m2_2,1.5879052094277486e-08,0.0006855188377540465
0.024787999999999998,0.026057999999999998,Blanket_outboard_m2_2,3.703226257873664e-08,0.00039992455824504504
0.026057999999999998,0.027,Blanket_outboard_m2_2,1.4859058614077174e-08,0.0004750836151386148
0.027,0.028501,Blanket_outboard_m2_2,4.821996197681362e-09,0.0004578634483940865
0.028501,0.031827999999999995,Blanket_outboard_m2_2,1.7723862055917336e-08,0.00038547987180402013
0.031827999999999995,0.034307,Blanket_outboard_m2_2,1.9567818737069216e-08,0.0004975573214780834
0.034307,0.040868,Blanket_outboard_m2_2,5.205918869267359e-08,0.0004167034458276734
0.040868,0.046308999999999996,Blanket_outboard_m2_2,4.7566408977737035e-08,0.000430072069911733
0.046308999999999996,0.052475,Blanket_outboard_m2_2,4.358713524340098e-08,0.0004162209559603784
0.052475,0.056561999999999994,Blanket_outboard_m2_2,2.4980200337204e-08,0.000496441864223267
0.056561999999999994,0.06738,Blanket_outboard_m2_2,6.927652402248474e-08,0.00034289808903412275
0.06738,0.07202399999999999,Blanket_outboard_m2_2,3.219798950132391e-08,0.0004734046508383694
0.07202399999999999,0.079499,Blanket_outboard_m2_2,3.981880271118488e-08,0.00045885641587341925
0.079499,0.08250299999999999,Blanket_outboard_m2_2,3.054219388758318e-08,0.0005570356411639494
0.08250299999999999,0.086517,Blanket_outboard_m2_2,1.3541361557125187e-08,0.000601014510843892
0.086517,0.098036,Blanket_outboard_m2_2,5.09527419802296e-08,0.0003311059471425399
0.098036,0.11109,Blanket_outboard_m2_2,4.732084921514328e-08,0.0003594107940980288
0.11109,0.11678999999999999,Blanket_outboard_m2_2,2.432352504481423e-08,0.000544293530387995
0.11678999999999999,0.12276999999999999,Blanket_outboard_m2_2,2.821308599342697e-08,0.0004905681641552936
0.12276999999999999,0.12907,Blanket_outboard_m2_2,3.377781296089923e-08,0.0004889927038129004
0.12907,0.13569,Blanket_outboard_m2_2,3.8406034367487644e-08,0.0005087293540620658
0.13569,0.14264,Blanket_outboard_m2_2,3.0512855178478015e-08,0.0005744148747379022
0.14264,0.14995999999999998,Blanket_outboard_m2_2,1.693803957755129e-08,0.0005501972839706108
0.14995999999999998,0.15764,Blanket_outboard_m2_2,2.746122228118135e-08,0.00045863642521879415
0.15764,0.16573,Blanket_outboard_m2_2,2.7845764698050546e-08,0.0004719659098177115
0.16573,0.17421999999999999,Blanket_outboard_m2_2,2.8192531407529725e-08,0.0005041649045751376
0.17421999999999999,0.18316,Blanket_outboard_m2_2,4.0019034788511745e-08,0.0004845946971514071
0.18316,0.19255,Blanket_outboard_m2_2,2.7241865502545243e-08,0.0004995479767623187
0.19255,0.20242,Blanket_outboard_m2_2,2.401270964578798e-08,0.00047194225967108096
0.20242,0.2128,Blanket_outboard_m2_2,2.872382712290603e-08,0.0004865164327354002
0.2128,0.22371,Blanket_outboard_m2_2,3.272985648775147e-08,0.0005524845612117276
0.22371,0.23518,Blanket_outboard_m2_2,3.173718091726906e-08,0.0005410204000959442
0.23518,0.24724,Blanket_outboard_m2_2,3.206638880091428e-08,0.00047233334297671167
0.24724,0.27324,Blanket_outboard_m2_2,8.088054920707438e-08,0.0004024280576378446
0.27324,0.28725,Blanket_outboard_m2_2,3.0095433427303023e-08,0.0005458273999198758
0.28725,0.29452,Blanket_outboard_m2_2,1.9064782276378932e-08,0.0006529481237881992
0.29452,0.29721,Blanket_outboard_m2_2,8.558092558187209e-09,0.0010912778524475094
0.29721,0.29849,Blanket_outboard_m2_2,4.4321972599968925e-09,0.001407885841283549
0.29849,0.30196999999999996,Blanket_outboard_m2_2,1.3002898218566947e-08,0.0008353106283383165
0.30196999999999996,0.33372999999999997,Blanket_outboard_m2_2,8.808074662086113e-08,0.0003707243741505949
0.33372999999999997,0.36883,Blanket_outboard_m2_2,9.158458354696728e-08,0.0003771827000201683
0.36883,0.38774,Blanket_outboard_m2_2,4.828821398815974e-08,0.00047089428729957624
0.38774,0.40762,Blanket_outboard_m2_2,3.14158839694921e-08,0.0005262377975610282
0.40762,0.45049,Blanket_outboard_m2_2,6.518245063384332e-08,0.0003392391306813452
0.45049,0.49787,Blanket_outboard_m2_2,8.138927731784009e-08,0.0004210450135386996
0.49787,0.5234,Blanket_outboard_m2_2,4.431073152139494e-08,0.0004898907367482789
0.5234,0.55023,Blanket_outboard_m2_2,4.5669890032753834e-08,0.00046498917595623587
0.55023,0.57844,Blanket_outboard_m2_2,4.991483847125061e-08,0.0005394751872641597
0.57844,0.6081,Blanket_outboard_m2_2,6.072010244747741e-08,0.000467780173427643
0.6081,0.63928,Blanket_outboard_m2_2,5.520675780973138e-08,0.0005597778002566984
0.63928,0.67206,Blanket_outboard_m2_2,5.767609275880226e-08,0.0005681000679477626
0.67206,0.70651,Blanket_outboard_m2_2,5.535300374793535e-08,0.00044463567089339143
0.70651,0.74274,Blanket_outboard_m2_2,4.966705017317648e-08,0.0005254989595849432
0.74274,0.78082,Blanket_outboard_m2_2,3.9837286880825406e-08,0.00048573096733725053
0.78082,0.82085,Blanket_outboard_m2_2,4.214921705828912e-08,0.000504908948465495
0.82085,0.8629399999999999,Blanket_outboard_m2_2,4.383394949843916e-08,0.0006434037844299435
0.8629399999999999,0.90718,Blanket_outboard_m2_2,3.8871074803960046e-08,0.0005499946849919551
0.90718,0.9616699999999999,Blanket_outboard_m2_2,4.8492144977983415e-08,0.0005984532839676059
0.9616699999999999,1.0026,Blanket_outboard_m2_2,2.7730324439612427e-08,0.0006412248355662458
1.0026,1.1079999999999999,Blanket_outboard_m2_2,7.344324708521236e-08,0.00044516088859734593
