energy low [eV],Energy,Cells,Value,Error
1.0000000000000001e-11,1e-07,PF_coil_3,9.845227601856248e-11,0.005604099592643485
1e-07,4.1399e-07,PF_coil_3,3.3371491639813795e-10,0.0038028056928748467
4.1399e-07,5.3158e-07,PF_coil_3,1.0130078792915142e-10,0.00519418834936164
5.3158e-07,6.825599999999999e-07,PF_coil_3,1.1768899803416955e-10,0.005296289308929756
6.825599999999999e-07,8.7643e-07,PF_coil_3,1.3514478930831193e-10,0.004075794103574516
8.7643e-07,1.1252999999999998e-06,PF_coil_3,1.5285775620533024e-10,0.004014635514409316
1.1252999999999998e-06,1.445e-06,PF_coil_3,1.7121858721626805e-10,0.003637451217014701
1.445e-06,1.8553999999999998e-06,PF_coil_3,1.8956962034708445e-10,0.0035247741231341605
1.8553999999999998e-06,2.3824e-06,PF_coil_3,2.073041900005125e-10,0.0034383615509424805
2.3824e-06,3.059e-06,PF_coil_3,2.2533775206239663e-10,0.00295747205441474
3.059e-06,3.9279e-06,PF_coil_3,2.429475201794754e-10,0.0029652398176401463
3.9279e-06,5.043499999999999e-06,PF_coil_3,2.6144443556690506e-10,0.0030572049891483856
5.043499999999999e-06,6.4759e-06,PF_coil_3,2.780344554154836e-10,0.0028705584097463207
6.4759e-06,8.3153e-06,PF_coil_3,2.9280037513832644e-10,0.002816154440999868
8.3153e-06,1.0677e-05,PF_coil_3,3.074057524300108e-10,0.0026727884583441874
1.0677e-05,1.3710000000000001e-05,PF_coil_3,3.1884617453306814e-10,0.002846694720736895
1.3710000000000001e-05,1.7604e-05,PF_coil_3,3.327729866528679e-10,0.0027263893561871857
1.7604e-05,2.2603e-05,PF_coil_3,3.4056385414159375e-10,0.002900251621042327
2.2603e-05,2.9023e-05,PF_coil_3,3.4753567203017483e-10,0.002858590317831984
2.9023e-05,3.7266e-05,PF_coil_3,3.5077615900903365e-10,0.0022189299144895073
3.7266e-05,4.7851e-05,PF_coil_3,3.4252139003076565e-10,0.002551579304625717
4.7851e-05,6.1442e-05,PF_coil_3,4.022102244995738e-10,0.0025619299201637517
6.1442e-05,7.889299999999999e-05,PF_coil_3,4.0634727584381553e-10,0.002503146532053814
7.889299999999999e-05,0.0001013,PF_coil_3,4.157881586128385e-10,0.002457937564291904
0.0001013,0.00013006999999999998,PF_coil_3,4.1594293222981794e-10,0.0025050017607045187
0.00013006999999999998,0.00016702,PF_coil_3,4.1484132983759396e-10,0.002496626939775053
0.00016702,0.00021444999999999998,PF_coil_3,4.3978772491174064e-10,0.002391346311763928
0.00021444999999999998,0.00027536,PF_coil_3,4.696241674255674e-10,0.002166249108382868
0.00027536,0.00035358,PF_coil_3,3.24975521238558e-10,0.0021017600906579497
0.00035358,0.000454,PF_coil_3,3.731445419909946e-10,0.002135410343411548
0.000454,0.00058295,PF_coil_3,4.381317404149066e-10,0.0023585254080204176
0.00058295,0.0007485199999999999,PF_coil_3,5.110466836513964e-10,0.002224712627998526
0.0007485199999999999,0.00096112,PF_coil_3,5.530004305447729e-10,0.0024372273230791885
0.00096112,0.0012341,PF_coil_3,5.282409055766446e-10,0.002209506101688614
0.0012341,0.0015845999999999998,PF_coil_3,6.634304476691996e-10,0.0020598918540904107
0.0015845999999999998,0.0020347,PF_coil_3,6.768520676516666e-10,0.0022894715809831665
0.0020347,0.0022486999999999997,PF_coil_3,1.2932447255437373e-10,0.0024793221281577743
0.0022486999999999997,0.0024852,PF_coil_3,1.6595550180367288e-10,0.0025466534136896002
0.0024852,0.0026125999999999996,PF_coil_3,6.016453882128978e-11,0.0031532316208051506
0.0026125999999999996,0.0027465,PF_coil_3,7.682985373846428e-11,0.0029554161452795295
0.0027465,0.0030354,PF_coil_3,2.3001004971481318e-10,0.0026332153443396965
0.0030354,0.0033545999999999997,PF_coil_3,2.5449882919949297e-10,0.0025766425023818133
0.0033545999999999997,0.0037074,PF_coil_3,2.6125139146326347e-10,0.0023019483852203906
0.0037074,0.004307399999999999,PF_coil_3,3.251921363356141e-10,0.0022450822655553444
0.004307399999999999,0.0055308,PF_coil_3,5.652091208753986e-10,0.002088788351784404
0.0055308,0.0071017,PF_coil_3,5.922088645240405e-10,0.0022745638633035626
0.0071017,0.009118799999999998,PF_coil_3,4.4141699975151245e-10,0.0022742809011574282
0.009118799999999998,0.010595,PF_coil_3,3.452219077200355e-10,0.0024480384120146147
0.010595,0.011708999999999999,PF_coil_3,2.6170016279507997e-10,0.0027869572164766127
0.011708999999999999,0.015033999999999999,PF_coil_3,6.549009547202499e-10,0.0021960684627410068
0.015033999999999999,0.019303999999999998,PF_coil_3,6.007532219750732e-10,0.0021895652575976365
0.019303999999999998,0.021875,PF_coil_3,4.149119548901e-10,0.0024107412657142723
0.021875,0.023579,PF_coil_3,3.1886650685193135e-10,0.0027201557080052848
0.023579,0.024176,PF_coil_3,1.3142363328311939e-10,0.0036334791612060097
0.024176,0.024787999999999998,PF_coil_3,1.7026005303657272e-10,0.0036111298687956247
0.024787999999999998,0.026057999999999998,PF_coil_3,1.9463717961609246e-10,0.0023868447589825486
0.026057999999999998,0.027,PF_coil_3,1.0369324994778069e-10,0.003050485719623471
0.027,0.028501,PF_coil_3,5.1224163767761325e-11,0.0029992736293465226
0.028501,0.031827999999999995,PF_coil_3,1.8274353781288367e-10,0.0020795351166254033
0.031827999999999995,0.034307,PF_coil_3,1.929230206012879e-10,0.0027804121526706542
0.034307,0.040868,PF_coil_3,5.195996372635423e-10,0.002132061007167173
0.040868,0.046308999999999996,PF_coil_3,4.532793042931203e-10,0.0024190247536587006
0.046308999999999996,0.052475,PF_coil_3,4.66327414692604e-10,0.0025239134270122585
0.052475,0.056561999999999994,PF_coil_3,2.3532569500415493e-10,0.0024694210490095888
0.056561999999999994,0.06738,PF_coil_3,6.828298604758645e-10,0.0020501182378448446
0.06738,0.07202399999999999,PF_coil_3,3.3826750194986125e-10,0.002381510314823715
0.07202399999999999,0.079499,PF_coil_3,3.888099634118556e-10,0.0022653130322981877
0.079499,0.08250299999999999,PF_coil_3,2.108754930470112e-10,0.0031302157823864894
0.08250299999999999,0.086517,PF_coil_3,1.1656316698705546e-10,0.003046591637429384
0.086517,0.098036,PF_coil_3,4.725922053916614e-10,0.002234557413350102
0.098036,0.11109,PF_coil_3,4.964191857304926e-10,0.0022768924446421295
0.11109,0.11678999999999999,PF_coil_3,2.667497387695092e-10,0.002836348017014057
0.11678999999999999,0.12276999999999999,PF_coil_3,3.0151477902002e-10,0.0027963279616975735
0.12276999999999999,0.12907,PF_coil_3,3.0800700381485677e-10,0.002281123482569143
0.12907,0.13569,PF_coil_3,3.4928310267956946e-10,0.002439628406317493
0.13569,0.14264,PF_coil_3,1.8904658136731753e-10,0.0028075577374107722
0.14264,0.14995999999999998,PF_coil_3,1.641334268764236e-10,0.002722697989325443
0.14995999999999998,0.15764,PF_coil_3,2.347940079382333e-10,0.003124292039707061
0.15764,0.16573,PF_coil_3,2.491819582548344e-10,0.00332957312601454
0.16573,0.17421999999999999,PF_coil_3,2.309876092747435e-10,0.0029656923068363253
