Time,User,Value,Error
0s,-1508478.0,201.9594653620806,2.270281167608981
2.7h,-1508478.0,186.30106542361682,2.2702838082495322
24h,-1508478.0,100.6750449810547,2.298510876632956
11.6d,-1508478.0,0.3643287639357849,2.3414733353168895
30d,-1508478.0,0.2701878629392414,2.341469145643393
10y,-1508478.0,0.006682563690051436,1.7470090497762167
