Time,Value,Error
0s,5.6806615300000005e-09,0.0006968464204122526
2.7h,5.67639932e-09,0.0006968464243818654
24h,5.6438625299999995e-09,0.0006968464241986777
11.6d,5.26893905e-09,0.0006968463800607825
30d,4.67414211e-09,0.0006968464153507419
10y,2.89307298e-19,0.0006968463987667957
