Energy,Time,Value,Error
0.01,0s,1.88074e-15,0.3753
0.01,2.7h,8.92318e-16,0.3753
0.01,24h,2.99648e-18,0.3753
0.01,11.6d,7.82228e-48,0.3753
0.01,30d,2.20184e-99,0.3753
0.01,10y,0.0,0.0
0.02,0s,0.0,0.0
0.02,2.7h,0.0,0.0
0.02,24h,0.0,0.0
0.02,11.6d,0.0,0.0
0.02,30d,0.0,0.0
0.02,10y,0.0,0.0
0.05,0s,0.0,0.0
0.05,2.7h,0.0,0.0
0.05,24h,0.0,0.0
0.05,11.6d,0.0,0.0
0.05,30d,0.0,0.0
0.05,10y,0.0,0.0
0.1,0s,8.21686e-13,0.0303
0.1,2.7h,3.89848e-13,0.0303
0.1,24h,1.30914e-15,0.0303
0.1,11.6d,3.41751e-45,0.0303
0.1,30d,9.61973e-97,0.0303
0.1,10y,0.0,0.0
0.2,0s,1.85868e-11,0.0066
0.2,2.7h,8.81849e-12,0.0066
0.2,24h,2.96133e-14,0.0066
0.2,11.6d,7.7305e-44,0.0066
0.2,30d,2.17601e-95,0.0066
0.2,10y,0.0,0.0
0.3,0s,2.5154e-11,0.0056
0.3,2.7h,1.19343e-11,0.0056
0.3,24h,4.00764e-14,0.0056
0.3,11.6d,1.04619e-43,0.0056
0.3,30d,2.94485e-95,0.0056
0.3,10y,0.0,0.0
0.4,0s,1.96462e-11,0.0059
0.4,2.7h,9.32114e-12,0.0059
0.4,24h,3.13012e-14,0.0059
0.4,11.6d,8.17114e-44,0.0059
0.4,30d,2.30004e-95,0.0059
0.4,10y,0.0,0.0
0.6,0s,3.06458e-11,0.0048
0.6,2.7h,1.45399e-11,0.0048
0.6,24h,4.88261e-14,0.0048
0.6,11.6d,1.2746e-43,0.0048
0.6,30d,3.58779e-95,0.0048
0.6,10y,0.0,0.0
0.8,0s,2.30964e-11,0.0051
0.8,2.7h,1.09581e-11,0.0051
0.8,24h,3.67981e-14,0.0051
0.8,11.6d,9.6061e-44,0.0051
0.8,30d,2.70396e-95,0.0051
0.8,10y,0.0,0.0
1.0,0s,4.91724e-11,0.0038
1.0,2.7h,2.33298e-11,0.0038
1.0,24h,7.83436e-14,0.0038
1.0,11.6d,2.04515e-43,0.0038
1.0,30d,5.75677e-95,0.0038
1.0,10y,0.0,0.0
1.22,0s,5.57412e-12,0.0094
1.22,2.7h,2.64464e-12,0.0094
1.22,24h,8.88093e-15,0.0094
1.22,11.6d,2.31835e-44,0.0094
1.22,30d,6.52579e-96,0.0094
1.22,10y,0.0,0.0
1.44,0s,5.02663e-12,0.01
1.44,2.7h,2.38488e-12,0.01
1.44,24h,8.00864e-15,0.01
1.44,11.6d,2.09064e-44,0.01
1.44,30d,5.88482e-96,0.01
1.44,10y,0.0,0.0
1.66,0s,4.63261e-12,0.01
1.66,2.7h,2.19794e-12,0.01
1.66,24h,7.38087e-15,0.01
1.66,11.6d,1.92677e-44,0.01
1.66,30d,5.42353e-96,0.01
1.66,10y,0.0,0.0
2.0,0s,2.27522e-11,0.0052
2.0,2.7h,1.07948e-11,0.0052
2.0,24h,3.62497e-14,0.0052
2.0,11.6d,9.46294e-44,0.0052
2.0,30d,2.66367e-95,0.0052
2.0,10y,0.0,0.0
2.5,0s,1.20763e-11,0.0083
2.5,2.7h,5.72958e-12,0.0083
2.5,24h,1.92404e-14,0.0083
2.5,11.6d,5.02268e-44,0.0083
2.5,30d,1.4138e-95,0.0083
2.5,10y,0.0,0.0
3.0,0s,1.7833e-12,0.0173
3.0,2.7h,8.46086e-13,0.0173
3.0,24h,2.84123e-15,0.0173
3.0,11.6d,7.41699e-45,0.0173
3.0,30d,2.08776e-96,0.0173
3.0,10y,0.0,0.0
4.0,0s,1.77821e-13,0.055
4.0,2.7h,8.43672e-14,0.055
4.0,24h,2.83312e-16,0.055
4.0,11.6d,7.39583e-46,0.055
4.0,30d,2.08181e-97,0.055
4.0,10y,0.0,0.0
5.0,0s,0.0,0.0
5.0,2.7h,0.0,0.0
5.0,24h,0.0,0.0
5.0,11.6d,0.0,0.0
5.0,30d,0.0,0.0
5.0,10y,0.0,0.0
6.5,0s,0.0,0.0
6.5,2.7h,0.0,0.0
6.5,24h,0.0,0.0
6.5,11.6d,0.0,0.0
6.5,30d,0.0,0.0
6.5,10y,0.0,0.0
8.0,0s,0.0,0.0
8.0,2.7h,0.0,0.0
8.0,24h,0.0,0.0
8.0,11.6d,0.0,0.0
8.0,30d,0.0,0.0
8.0,10y,0.0,0.0
10.0,0s,0.0,0.0
10.0,2.7h,0.0,0.0
10.0,24h,0.0,0.0
10.0,11.6d,0.0,0.0
10.0,30d,0.0,0.0
10.0,10y,0.0,0.0
12.0,0s,0.0,0.0
12.0,2.7h,0.0,0.0
12.0,24h,0.0,0.0
12.0,11.6d,0.0,0.0
12.0,30d,0.0,0.0
12.0,10y,0.0,0.0
14.0,0s,0.0,0.0
14.0,2.7h,0.0,0.0
14.0,24h,0.0,0.0
14.0,11.6d,0.0,0.0
14.0,30d,0.0,0.0
14.0,10y,0.0,0.0
20.0,0s,0.0,0.0
20.0,2.7h,0.0,0.0
20.0,24h,0.0,0.0
20.0,11.6d,0.0,0.0
20.0,30d,0.0,0.0
20.0,10y,0.0,0.0
