Time,User,Value,Error
0s,-745660.0,1822.569361278,9.716754126860028e-05
2.7h,-745660.0,972.75081759,9.729701657098239e-05
24h,-745660.0,201.7360214268,0.00024020864575635944
11.6d,-745660.0,180.35585261777587,0.0002517677599151219
30d,-745660.0,170.8641340322749,0.00025312506543278944
10y,-745660.0,32.408306350199496,0.0003008278244278491
