Time,Value,Error
0s,6.82551e-05,0.0001
2.7h,6.50699e-05,0.0001
24h,4.51661e-05,0.0001
11.6d,5.73643e-07,0.0001
30d,2.84745e-10,0.0001
10y,0.0,0.0
