User,Time,Value,Error
0.0,0s,0.0,0.0
0.0,2.7h,0.0,0.0
0.0,24h,0.0,0.0
0.0,11.6d,0.0,0.0
0.0,30d,0.0,0.0
0.0,10y,0.0,0.0
-22046.0,0s,0.0070993,0.0808
-22046.0,2.7h,0.00709251,0.0808
-22046.0,24h,0.00704081,0.0808
-22046.0,11.6d,0.00645107,0.0808
-22046.0,30d,0.00553899,0.0808
-22046.0,10y,5.65394e-16,0.0808
-22047.0,0s,0.000259761,0.3887
-22047.0,2.7h,0.000256646,0.3921
-22047.0,24h,0.000235064,0.4185
-22047.0,11.6d,0.00013281,0.6534
-22047.0,30d,0.000104392,0.7133
-22047.0,10y,1.06298e-17,0.715
-22048.0,0s,0.0179212,0.0715
-22048.0,2.7h,0.0171483,0.0715
-22048.0,24h,0.0122442,0.0715
-22048.0,11.6d,0.000218054,0.0715
-22048.0,30d,1.95072e-07,0.0715
-22048.0,10y,0.0,0.0
-22049.0,0s,0.0,0.0
-22049.0,2.7h,0.0,0.0
-22049.0,24h,0.0,0.0
-22049.0,11.6d,0.0,0.0
-22049.0,30d,0.0,0.0
-22049.0,10y,0.0,0.0
-24050.0,0s,1.2661,0.0007
-24050.0,2.7h,1.26244,0.0007
-24050.0,24h,1.23481,0.0007
-24050.0,11.6d,0.947756,0.0007
-24050.0,30d,0.597679,0.0007
-24050.0,10y,3.05062e-40,0.0007
-24052.0,0s,0.00921222,0.0644
-24052.0,2.7h,0.00918558,0.0644
-24052.0,24h,0.00898458,0.0644
-24052.0,11.6d,0.00689593,0.0644
-24052.0,30d,0.00434875,0.0644
-24052.0,10y,2.21965e-42,0.0644
-25055.0,0s,1590.48,0.0001
-25055.0,2.7h,754.783,0.0001
-25055.0,24h,2.87682,0.0015
-25055.0,11.6d,0.335385,0.0127
-25055.0,30d,0.32194,0.0127
-25055.0,10y,0.000104924,0.0127
-26054.0,0s,2.55771,0.0033
-26054.0,2.7h,2.55704,0.0033
-26054.0,24h,2.55191,0.0033
-26054.0,11.6d,2.49149,0.0033
-26054.0,30d,2.39016,0.0033
-26054.0,10y,0.000779825,0.0032
-26056.0,0s,23.9515,0.0025
-26056.0,2.7h,11.364,0.0025
-26056.0,24h,0.0385335,0.0066
-26056.0,11.6d,0.000364989,0.634
-26056.0,30d,0.000350476,0.6337
-26056.0,10y,4.63852e-07,0.3857
-26057.0,0s,0.00185144,0.2923
-26057.0,2.7h,0.000878417,0.2923
-26057.0,24h,2.9498e-06,0.2923
-26057.0,11.6d,7.70042e-36,0.2923
-26057.0,30d,2.16754e-87,0.2923
-26057.0,10y,0.0,0.0
-26058.0,0s,7.87099,0.0007
-26058.0,2.7h,7.85681,0.0007
-26058.0,24h,7.74933,0.0007
-26058.0,11.6d,6.57243,0.0007
-26058.0,30d,4.9325,0.0007
-26058.0,10y,1.70017e-24,0.0007
-27059.0,0s,119.765,0.0003
-27059.0,2.7h,119.758,0.0003
-27059.0,24h,119.718,0.0003
-27059.0,11.6d,119.261,0.0003
-27059.0,30d,118.471,0.0003
-27059.0,10y,32.2262,0.0003
-28058.0,0s,10.5383,0.0017
-28058.0,2.7h,10.5238,0.0017
-28058.0,24h,10.4174,0.0017
-28058.0,11.6d,9.36696,0.0017
-28058.0,30d,7.8251,0.0017
-28058.0,10y,2.4064e-06,0.0234
-28060.0,0s,0.662275,0.007
-28060.0,2.7h,0.662247,0.007
-28060.0,24h,0.662037,0.007
-28060.0,11.6d,0.659521,0.007
-28060.0,30d,0.65516,0.007
-28060.0,10y,0.17823,0.007
-28061.0,0s,0.000232907,0.494
-28061.0,2.7h,0.000232897,0.494
-28061.0,24h,0.000232823,0.494
-28061.0,11.6d,0.000231938,0.494
-28061.0,30d,0.000230405,0.494
-28061.0,10y,6.26794e-05,0.494
-28062.0,0s,0.0106205,0.0873
-28062.0,2.7h,0.0106013,0.0873
-28062.0,24h,0.0104563,0.0873
-28062.0,11.6d,0.0088683,0.0873
-28062.0,30d,0.00665551,0.0873
-28062.0,10y,2.29407e-27,0.0873
-29063.0,0s,7.24327,0.0009
-29063.0,2.7h,6.2259,0.0009
-29063.0,24h,1.96266,0.0009
-29063.0,11.6d,0.0108294,0.0532
-29063.0,30d,0.0107559,0.0532
-29063.0,10y,0.00292604,0.0532
-29065.0,0s,0.00719628,0.1045
-29065.0,2.7h,0.00618399,0.1045
-29065.0,24h,0.00194204,0.1045
-29065.0,11.6d,1.87587e-09,0.1045
-29065.0,30d,6.1891e-20,0.1045
-29065.0,10y,0.0,0.0
-41093.0,0s,0.040077,0.0407
-41093.0,2.7h,0.0397614,0.0407
-41093.0,24h,0.0374315,0.0407
-41093.0,11.6d,0.0181814,0.0407
-41093.0,30d,0.00516593,0.0407
-41093.0,10y,0.0,0.0
-42092.0,0s,0.0463161,0.0326
-42092.0,2.7h,0.045891,0.0326
-42092.0,24h,0.0427965,0.0326
-42092.0,11.6d,0.0196537,0.0335
-42092.0,30d,0.0055006,0.0339
-42092.0,10y,0.0,0.0
-42096.0,0s,0.00554657,0.1142
-42096.0,2.7h,0.00510755,0.1142
-42096.0,24h,0.00272026,0.1142
-42096.0,11.6d,1.4549e-06,0.1142
-42096.0,30d,2.89451e-12,0.1142
-42096.0,10y,0.0,0.0
-42098.0,0s,15.3576,0.001
-42098.0,2.7h,14.9156,0.001
-42098.0,24h,11.9332,0.001
-42098.0,11.6d,0.828291,0.001
-42098.0,30d,0.00793057,0.001
-42098.0,10y,0.0,0.0
-42100.0,0s,0.025783,0.0447
-42100.0,2.7h,0.025041,0.0447
-42100.0,24h,0.0200339,0.0447
-42100.0,11.6d,0.00139057,0.0447
-42100.0,30d,1.33142e-05,0.0447
-42100.0,10y,0.0,0.0
-73181.0,0s,42.7045,0.0005
-73181.0,2.7h,42.6746,0.0005
-73181.0,24h,42.4472,0.0005
-73181.0,11.6d,39.8198,0.0005
-73181.0,30d,35.624,0.0005
-73181.0,10y,1.15475e-08,0.0005
