Time,User,Value,Error
0s,-270583.0,40.446401599041,0.19937053443274913
2.7h,-270583.0,33.640066564587,0.19937053443274913
24h,-270583.0,12.065246504435,0.19937053443274913
11.6d,-270583.0,0.53499657108998,0.2949029331831069
30d,-270583.0,0.5116865224413318,0.2938181750675067
10y,-270583.0,0.0001659956555,0.13533151887125186
