Time,User,Value,Error
0s,-1064405.0,1703.9589505305,2.4593948699890727e-05
2.7h,-1064405.0,1443.9944794023,2.42413528670414e-05
24h,-1064405.0,534.13379789256,2.4610846748685165e-05
11.6d,-1064405.0,26.537312337534143,9.949464417095583e-05
30d,-1064405.0,24.048560228374257,9.932420991074003e-05
10y,-1064405.0,2.2384302837600725,9.33360057841702e-05
