Time,Value,Error
0s,3.5803380004000004e-09,0.11321612076025216
2.7h,3.5738940921e-09,0.11321612076025216
24h,3.5250027713999997e-09,0.11321612076025216
11.6d,2.989657385e-09,0.11321612076025216
30d,2.243683893e-09,0.11321612076025216
10y,7.733681019e-34,0.11321612076025216
