Time,User,Value,Error
0s,-270583.0,40.446401599041,0.00013168321639564745
2.7h,-270583.0,33.640066564587,0.00013236209187468065
24h,-270583.0,12.065246504435,0.00013606931271680823
11.6d,-270583.0,0.53499657108998,0.00039754064369908307
30d,-270583.0,0.5116865224413318,0.0003984430106641053
10y,-270583.0,0.0001659956555,0.000400391859662772
