Time,User,Value,Error
0s,-1508478.0,201.9594653620806,0.00010192946017059466
2.7h,-1508478.0,186.30106542361682,0.00010190711869553926
24h,-1508478.0,100.6750449810547,0.000104549024680395
11.6d,-1508478.0,0.3643287639357849,0.007750121551123447
30d,-1508478.0,0.2701878629392414,0.009268242727078452
10y,-1508478.0,0.006682563690051436,0.01240679136033849
