Time,Value,Error
0s,3.450543784174e-09,0.5112340266453319
2.7h,3.435717882782e-09,0.5112340266453319
24h,3.32458363234e-09,0.5112340266453319
11.6d,2.243716301794e-09,0.5112340266453319
30d,1.1308112162380002e-09,0.5112340266453319
10y,4.549661377434e-68,0.5112340266453319
