Time,Value,Error
0s,1.71457e-05,0.0002
2.7h,1.71442e-05,0.0002
24h,1.71332e-05,0.0002
11.6d,1.70016e-05,0.0002
30d,1.67747e-05,0.0002
10y,1.20137e-06,0.0002
