Time,Value,Error
0s,2.086438188e-12,0.002588315800744933
2.7h,1.9964461879e-12,0.0025883157869473227
24h,1.4255001425e-12,0.0025883157828890543
11.6d,2.5386358136e-14,0.0025883157991144165
30d,2.2710775401000002e-17,0.0025883157942043255
10y,0.0,
