Time,Value,Error
0s,3.88328e-05,0.027
2.7h,3.88056e-05,0.027
24h,3.85988e-05,0.027
11.6d,3.62096e-05,0.027
30d,3.23942e-05,0.027
10y,1.05006e-14,0.027
