Time,Value,Error
0s,9.2936464109e-09,7.207541460755202e-05
2.7h,7.9528520235e-09,7.20754098707709e-05
24h,2.41867191443e-09,7.207540781540679e-05
11.6d,1.5917615086e-15,7.207541406793008e-05
30d,2.6910199055899995e-26,7.207541202574648e-05
10y,0.0,
