Time,User,Value,Error
0s,-745660.0,1822.569361278,0.7298793872962848
2.7h,-745660.0,972.75081759,0.7316957291114935
24h,-745660.0,201.7360214268,0.7462024055174307
11.6d,-745660.0,180.35585261777587,1.1016205063450843
30d,-745660.0,170.8641340322749,1.1380156940921333
10y,-745660.0,32.408306350199496,0.9622486321112648
