Time,Value,Error
0s,4.6591898602e-08,9.879866272361943e-05
2.7h,4.6586951279e-08,9.879866190882384e-05
24h,4.6549146006e-08,9.879866136393642e-05
11.6d,4.6098848146e-08,9.879866172739986e-05
30d,4.5324506905e-08,9.879866159417521e-05
10y,1.6320346245899999e-09,9.879866200769787e-05
