User,Time,Value,Error
0.0,0s,0.0,0.0
0.0,2.7h,0.0,0.0
0.0,24h,0.0,0.0
0.0,11.6d,0.0,0.0
0.0,30d,0.0,0.0
0.0,10y,0.0,0.0
-11023.0,0s,0.0150251,0.0244
-11023.0,2.7h,0.0132106,0.0244
-11023.0,24h,0.00494192,0.0244
-11023.0,11.6d,3.86765e-08,0.0244
-11023.0,30d,4.88844e-17,0.0244
-11023.0,10y,0.0,0.0
-12024.0,0s,0.0125054,0.1233
-12024.0,2.7h,0.0109952,0.1233
-12024.0,24h,0.00411316,0.1233
-12024.0,11.6d,3.21904e-08,0.1233
-12024.0,30d,4.06864e-17,0.1233
-12024.0,10y,0.0,0.0
-12025.0,0s,0.0,0.0
-12025.0,2.7h,0.0,0.0
-12025.0,24h,0.0,0.0
-12025.0,11.6d,0.0,0.0
-12025.0,30d,0.0,0.0
-12025.0,10y,0.0,0.0
-13027.0,0s,0.0187427,0.1004
-13027.0,2.7h,0.0164793,0.1004
-13027.0,24h,0.00616468,0.1004
-13027.0,11.6d,4.82461e-08,0.1004
-13027.0,30d,6.09797e-17,0.1004
-13027.0,10y,0.0,0.0
-19041.0,0s,0.000764057,0.0912
-19041.0,2.7h,0.000653827,0.0912
-19041.0,24h,0.000198846,0.0912
-19041.0,11.6d,1.30863e-10,0.0912
-19041.0,30d,2.21236e-21,0.0912
-19041.0,10y,0.0,0.0
-20040.0,0s,0.0,0.0
-20040.0,2.7h,0.0,0.0
-20040.0,24h,0.0,0.0
-20040.0,11.6d,0.0,0.0
-20040.0,30d,0.0,0.0
-20040.0,10y,0.0,0.0
-20042.0,0s,1.03816e-06,0.381
-20042.0,2.7h,8.88389e-07,0.381
-20042.0,24h,2.70182e-07,0.381
-20042.0,11.6d,1.77811e-13,0.381
-20042.0,30d,3.00605e-24,0.381
-20042.0,10y,0.0,0.0
-20043.0,0s,1.31356e-07,0.7091
-20043.0,2.7h,1.20444e-07,0.7091
-20043.0,24h,6.20889e-08,0.7091
-20043.0,11.6d,2.2481e-11,0.7091
-20043.0,30d,2.26637e-17,0.7091
-20043.0,10y,0.0,0.0
-20044.0,0s,0.0,0.0
-20044.0,2.7h,0.0,0.0
-20044.0,24h,0.0,0.0
-20044.0,11.6d,0.0,0.0
-20044.0,30d,0.0,0.0
-20044.0,10y,0.0,0.0
-20046.0,0s,0.0,0.0
-20046.0,2.7h,0.0,0.0
-20046.0,24h,0.0,0.0
-20046.0,11.6d,0.0,0.0
-20046.0,30d,0.0,0.0
-20046.0,10y,0.0,0.0
-20048.0,0s,0.0,0.0
-20048.0,2.7h,0.0,0.0
-20048.0,24h,0.0,0.0
-20048.0,11.6d,0.0,0.0
-20048.0,30d,0.0,0.0
-20048.0,10y,0.0,0.0
-22046.0,0s,0.000405021,0.3251
-22046.0,2.7h,0.000404633,0.3251
-22046.0,24h,0.000401684,0.3251
-22046.0,11.6d,0.000368039,0.3251
-22046.0,30d,0.000316004,0.3251
-22046.0,10y,3.22562e-17,0.3251
-22047.0,0s,2.68224e-07,0.6007
-22047.0,2.7h,2.61879e-07,0.6007
-22047.0,24h,2.18106e-07,0.6007
-22047.0,11.6d,2.44792e-08,0.6007
-22047.0,30d,5.41493e-10,0.6007
-22047.0,10y,0.0,0.0
-22048.0,0s,0.00238057,0.2176
-22048.0,2.7h,0.00227789,0.2176
-22048.0,24h,0.00162646,0.2176
-22048.0,11.6d,2.89653e-05,0.2176
-22048.0,30d,2.59125e-08,0.2176
-22048.0,10y,0.0,0.0
-22049.0,0s,0.0,0.0
-22049.0,2.7h,0.0,0.0
-22049.0,24h,0.0,0.0
-22049.0,11.6d,0.0,0.0
-22049.0,30d,0.0,0.0
-22049.0,10y,0.0,0.0
-24050.0,0s,2.13429e-06,0.4375
-24050.0,2.7h,2.12812e-06,0.4375
-24050.0,24h,2.08155e-06,0.4375
-24050.0,11.6d,1.59765e-06,0.4375
-24050.0,30d,1.00752e-06,0.4375
-24050.0,10y,5.14249e-46,0.4375
-24052.0,0s,0.0,0.0
-24052.0,2.7h,0.0,0.0
-24052.0,24h,0.0,0.0
-24052.0,11.6d,0.0,0.0
-24052.0,30d,0.0,0.0
-24052.0,10y,0.0,0.0
-25055.0,0s,0.0310786,0.016
-25055.0,2.7h,0.0149022,0.0174
-25055.0,24h,0.000347154,0.3566
-25055.0,11.6d,0.000291196,0.4152
-25055.0,30d,0.000279522,0.4152
-25055.0,10y,9.10994e-08,0.4152
-26054.0,0s,0.000636641,0.2132
-26054.0,2.7h,0.000636477,0.2132
-26054.0,24h,0.000635228,0.2132
-26054.0,11.6d,0.000620481,0.2132
-26054.0,30d,0.0005956,0.2132
-26054.0,10y,1.94108e-07,0.2132
-26056.0,0s,0.00823451,0.144
-26056.0,2.7h,0.00390686,0.144
-26056.0,24h,1.31196e-05,0.144
-26056.0,11.6d,3.42485e-35,0.144
-26056.0,30d,9.64039e-87,0.144
-26056.0,10y,0.0,0.0
-26057.0,0s,0.0,0.0
-26057.0,2.7h,0.0,0.0
-26057.0,24h,0.0,0.0
-26057.0,11.6d,0.0,0.0
-26057.0,30d,0.0,0.0
-26057.0,10y,0.0,0.0
-26058.0,0s,0.000130261,0.176
-26058.0,2.7h,0.000130026,0.176
-26058.0,24h,0.000128247,0.176
-26058.0,11.6d,0.00010877,0.176
-26058.0,30d,8.16304e-05,0.176
-26058.0,10y,2.81369e-29,0.176
-27059.0,0s,0.0263952,0.0203
-27059.0,2.7h,0.0260988,0.018
-27059.0,24h,0.0258083,0.0173
-27059.0,11.6d,0.0254992,0.0161
-27059.0,30d,0.0250222,0.0143
-27059.0,10y,0.00642741,0.0095
-28058.0,0s,0.00754248,0.0741
-28058.0,2.7h,0.00752895,0.074
-28058.0,24h,0.00743376,0.0738
-28058.0,11.6d,0.00664887,0.0739
-28058.0,30d,0.00555299,0.0739
-28058.0,10y,7.67599e-10,1.0
-28060.0,0s,0.00085384,0.2402
-28060.0,2.7h,0.000853805,0.2402
-28060.0,24h,0.000853533,0.2402
-28060.0,11.6d,0.00085029,0.2402
-28060.0,30d,0.000844668,0.2402
-28060.0,10y,0.000229784,0.2402
-28061.0,0s,0.0,0.0
-28061.0,2.7h,0.0,0.0
-28061.0,24h,0.0,0.0
-28061.0,11.6d,0.0,0.0
-28061.0,30d,0.0,0.0
-28061.0,10y,0.0,0.0
-28062.0,0s,9.20506e-08,1.0
-28062.0,2.7h,9.18848e-08,1.0
-28062.0,24h,9.06278e-08,1.0
-28062.0,11.6d,7.68641e-08,1.0
-28062.0,30d,5.76852e-08,1.0
-28062.0,10y,1.98833e-32,1.0
-29063.0,0s,0.00240133,0.0374
-29063.0,2.7h,0.00207665,0.0383
-29063.0,24h,0.000716062,0.0602
-29063.0,11.6d,9.28198e-05,0.397
-29063.0,30d,9.22054e-05,0.397
-29063.0,10y,2.50836e-05,0.397
-29065.0,0s,0.000109958,0.7072
-29065.0,2.7h,9.44906e-05,0.7072
-29065.0,24h,2.96742e-05,0.7072
-29065.0,11.6d,2.86631e-11,0.7072
-29065.0,30d,9.45688e-22,0.7072
-29065.0,10y,0.0,0.0
-40090.0,0s,0.000129415,0.728
-40090.0,2.7h,0.000126275,0.728
-40090.0,24h,0.000104671,0.728
-40090.0,11.6d,1.11009e-05,0.728
-40090.0,30d,2.22478e-07,0.728
-40090.0,10y,0.0,0.0
-41093.0,0s,0.00295002,0.1866
-41093.0,2.7h,0.00292679,0.1866
-41093.0,24h,0.00275529,0.1866
-41093.0,11.6d,0.00133832,0.1866
-41093.0,30d,0.000380258,0.1866
-41093.0,10y,0.0,0.0
-42092.0,0s,0.00103394,0.1973
-42092.0,2.7h,0.00102575,0.1973
-42092.0,24h,0.000965328,0.1973
-42092.0,11.6d,0.000468,0.1977
-42092.0,30d,0.000132908,0.1978
-42092.0,10y,0.0,0.0
-42096.0,0s,9.2439e-05,0.9782
-42096.0,2.7h,8.51223e-05,0.9782
-42096.0,24h,4.53357e-05,0.9782
-42096.0,11.6d,2.42473e-08,0.9782
-42096.0,30d,4.82397e-14,0.9782
-42096.0,10y,0.0,0.0
-42098.0,0s,0.00682609,0.0285
-42098.0,2.7h,0.00662965,0.0285
-42098.0,24h,0.00530402,0.0285
-42098.0,11.6d,0.000368156,0.0285
-42098.0,30d,3.52495e-06,0.0285
-42098.0,10y,0.0,0.0
-42100.0,0s,0.000240841,0.5017
-42100.0,2.7h,0.00023391,0.5017
-42100.0,24h,0.000187139,0.5017
-42100.0,11.6d,1.29894e-05,0.5017
-42100.0,30d,1.24369e-07,0.5017
-42100.0,10y,0.0,0.0
-73181.0,0s,0.151142,0.0053
-73181.0,2.7h,0.151037,0.0053
-73181.0,24h,0.150232,0.0053
-73181.0,11.6d,0.140933,0.0053
-73181.0,30d,0.126083,0.0053
-73181.0,10y,4.08697e-11,0.0053
-74180.0,0s,0.00551309,0.0084
-74180.0,2.7h,0.00550944,0.0084
-74180.0,24h,0.0054816,0.0084
-74180.0,11.6d,0.00515938,0.0084
-74180.0,30d,0.00464249,0.0084
-74180.0,10y,4.6774e-12,0.0084
-74182.0,0s,0.124489,0.0223
-74182.0,2.7h,0.124404,0.0223
-74182.0,24h,0.123758,0.0223
-74182.0,11.6d,0.116289,0.0223
-74182.0,30d,0.104336,0.0222
-74182.0,10y,6.94017e-11,0.0137
-74183.0,0s,0.000383145,0.5201
-74183.0,2.7h,0.000382877,0.5201
