Cells,Value,Error
3.43,0.000340939,0.0009
10.32,5.29113e-05,0.0024
17.15,1.22698e-05,0.0041
23.95,3.46829e-06,0.006
30.8,1.09553e-06,0.0079
41.85,2.13677e-07,0.012
46.85,8.86186e-08,0.0142
53.8,3.08449e-08,0.0177
60.55,1.09734e-08,0.0218
67.4,3.94368e-09,0.0278
74.4,1.36122e-09,0.0329
81.1,4.98242e-10,0.0373
87.75,1.91034e-10,0.0445
92.15,9.85424e-11,0.0455
