Cells,Value,Error
3.43,2.58371e-05,0.0009
10.32,3.71302e-06,0.0023
17.15,8.09044e-07,0.0041
23.95,2.16782e-07,0.0061
30.8,6.52262e-08,0.0081
41.85,1.15322e-08,0.013
46.85,4.74929e-09,0.0155
53.8,1.59154e-09,0.0193
60.55,5.38463e-10,0.0242
67.4,1.91071e-10,0.0319
74.4,6.46039e-11,0.0376
81.1,2.18589e-11,0.046
87.75,8.449e-12,0.0549
92.15,4.27447e-12,0.0562
