Cells,Value,Error
1,4.0711435408726225e-06,0.00044776455715412044
2,1.5942238752052278e-06,0.0005186017458258442
3,6.379232776540197e-07,0.0007174452953076478
4,2.414706771861709e-07,0.0016215182902171313
5,7.758064288826602e-08,0.0016784026667666916
6,2.7641411386946367e-08,0.002056769677779417
7,1.3439143491976522e-08,0.00276392957599856
8,5.21971443773264e-09,0.0029032498982482146
9,1.896896152164425e-09,0.0023179722709093993
10,7.928239640380819e-10,0.002274701785571188
