Cells,Value,Error
1,9.023010135731822e-07,0.0011785148697510722
2,2.728007478840747e-07,0.002101393685805678
3,1.1886427257492208e-07,0.0029786982467999612
4,6.362931271554592e-08,0.004312118009540445
5,1.0683062413271596e-08,0.006229074043969216
6,2.3738138997290468e-09,0.01171459438001125
7,8.947849850422238e-10,0.018990273452448362
8,1.460969428764561e-10,0.025352959536001064
9,3.028914558118365e-11,0.02835226582404595
10,1.0890927494435987e-11,0.0338012245497076
