Cor A,Value,Error
830.0,4.84334e-10,0.000475828
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.29792e-08,0.000289281
856.07,4.05994e-08,0.000376481
859.33,3.79252e-08,0.000447568
862.59,2.62301e-08,0.000440751
865.85,2.11823e-08,0.000444689
869.11,1.74484e-08,0.000476191
872.37,1.43202e-08,0.000517646
875.63,1.16856e-08,0.000567082
878.88,9.50693e-09,0.0006246
882.14,7.72932e-09,0.000689839
885.4,6.30714e-09,0.000764846
888.66,5.2072e-09,0.00085548
891.92,4.43949e-09,0.000992078
895.18,1.81339e-09,0.00122937
898.44,8.00336e-11,0.00131547
901.7,7.21545e-11,0.00131144
904.96,6.52959e-11,0.00131593
908.22,5.92259e-11,0.0013235
911.47,5.38893e-11,0.00133373
914.73,4.91045e-11,0.0013445
917.99,4.48242e-11,0.00135402
921.25,3.71238e-11,0.00141205
924.51,3.32306e-11,0.00144097
927.77,3.09525e-11,0.00144983
931.03,2.88205e-11,0.0014582
934.29,2.68406e-11,0.0014692
937.55,2.50006e-11,0.00147852
940.81,2.33177e-11,0.0014894
944.06,2.17484e-11,0.00150013
947.32,5.40181e-11,0.00151798
950.58,9.51897e-11,0.00154185
953.84,6.04548e-11,0.00160396
957.1,1.888e-10,0.00124648
960.36,1.149e-10,0.00139516
963.62,5.96132e-11,0.00169525
966.88,3.37431e-11,0.00203046
970.14,2.04513e-11,0.00235595
973.39,1.35168e-11,0.0026441
976.65,8.97212e-12,0.00289772
979.91,5.93029e-12,0.00311612
983.17,3.99163e-12,0.00329839
986.43,2.72313e-12,0.0034544
989.69,1.84122e-12,0.00358871
992.95,9.60783e-13,0.00372904
996.21,6.97981e-13,0.00379847
999.47,4.99928e-13,0.00387132
1002.73,3.89841e-13,0.00393677
1005.98,2.75971e-13,0.00401856
1009.24,1.79727e-13,0.00411106
1012.5,1.16209e-13,0.00420081
1015.76,6.4005e-14,0.00430116
1019.02,4.59142e-14,0.00435165
1022.28,3.2215e-14,0.00440921
1025.54,3.49328e-14,0.00445199
1028.8,1.8938e-14,0.00457166
1032.06,1.19792e-14,0.0046496
1035.32,9.22959e-15,0.00470872
1038.57,8.04591e-15,0.00476477
1041.83,3.95502e-15,0.00487045
1045.09,3.3126e-15,0.00491012
1048.35,2.5675e-15,0.00496937
1051.61,2.08326e-15,0.00502511
1054.87,9.40873e-16,0.00511733
1058.13,6.06625e-16,0.00516784
1061.39,3.87196e-16,0.00521562
1064.65,2.6509e-16,0.00525167
1067.91,1.80819e-16,0.00528853
1071.16,1.23071e-16,0.00532609
1074.42,8.38553e-17,0.00536258
1077.68,6.38393e-17,0.00539201
1080.94,1.48448e-17,0.00562189
1084.2,8.57104e-18,0.00566282
