Cor A,Value,Error
830.0,4.23225e-07,0.00039004
833.26,6.41919e-07,0.000474898
836.52,6.39181e-07,0.000475121
839.78,6.37155e-07,0.000474361
843.04,6.35572e-07,0.000473955
846.29,6.34303e-07,0.000475446
849.55,6.34245e-07,0.000477992
852.81,5.78227e-07,0.000354457
856.07,4.5159e-07,0.000360061
859.33,3.43515e-07,0.000400539
862.59,2.87866e-07,0.000407384
865.85,2.41962e-07,0.00041151
869.11,2.00883e-07,0.000439056
872.37,1.65406e-07,0.000477247
875.63,1.35202e-07,0.00052315
878.88,1.10131e-07,0.000576306
882.14,8.97206e-08,0.00063672
885.4,7.34578e-08,0.000705997
888.66,6.08655e-08,0.000791968
891.92,5.17267e-08,0.000911986
895.18,4.69455e-08,0.00102876
898.44,4.50211e-08,0.00101024
901.7,4.32427e-08,0.0010092
904.96,4.15984e-08,0.00101254
908.22,4.00403e-08,0.00101807
911.47,3.85807e-08,0.00102511
914.73,3.71749e-08,0.00103346
917.99,3.58293e-08,0.00104361
921.25,3.45183e-08,0.00104913
924.51,3.33173e-08,0.00105
927.77,3.2157e-08,0.00105311
931.03,3.10437e-08,0.00105728
934.29,2.99519e-08,0.00106199
937.55,2.88905e-08,0.00106745
940.81,2.78553e-08,0.00107405
944.06,2.68529e-08,0.00108168
947.32,2.55917e-08,0.00108237
950.58,2.04387e-08,0.00106867
953.84,1.4617e-08,0.0010771
957.1,1.1205e-08,0.00108287
960.36,6.9596e-09,0.00109574
963.62,3.38459e-09,0.00114797
966.88,1.55459e-09,0.00123529
970.14,7.17064e-10,0.00137773
973.39,3.49132e-10,0.00159287
976.65,1.83483e-10,0.00187544
979.91,1.04488e-10,0.00218888
983.17,6.38051e-11,0.00249297
986.43,4.11985e-11,0.00276497
989.69,2.76052e-11,0.00299725
992.95,1.81831e-11,0.00320445
996.21,1.26623e-11,0.00335705
999.47,8.93213e-12,0.00347993
1002.73,6.27719e-12,0.00358759
1005.98,4.3551e-12,0.00368732
1009.24,2.98627e-12,0.00378172
1012.5,2.03094e-12,0.0038691
1015.76,1.37279e-12,0.00395083
1019.02,9.24575e-13,0.00402814
1022.28,6.20518e-13,0.00409987
1025.54,4.63953e-13,0.00415781
1028.8,3.04355e-13,0.00423502
1032.06,1.94392e-13,0.00432284
1035.32,1.32863e-13,0.00440605
1038.57,9.12201e-14,0.00448916
1041.83,6.13137e-14,0.00457286
1045.09,4.47561e-14,0.00463988
1048.35,3.31508e-14,0.00471094
1051.61,2.40746e-14,0.00478861
1054.87,1.58738e-14,0.00487692
1058.13,1.13205e-14,0.00494715
1061.39,8.3879e-15,0.00499902
1064.65,6.12341e-15,0.00504245
1067.91,4.39005e-15,0.00508192
1071.16,3.10878e-15,0.00512413
1074.42,2.19054e-15,0.00516492
1077.68,1.53767e-15,0.00520172
1080.94,9.38855e-16,0.00523451
1084.2,4.91784e-16,0.00526065
