Cor A,Value,Error
830.0,2.64927e-13,0.000707311
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,4.4503e-13,0.000324507
856.07,2.18557e-09,0.000834437
859.33,4.62873e-09,0.000645057
862.59,2.88085e-09,0.00062173
865.85,2.38498e-09,0.000579576
869.11,2.05517e-09,0.000592607
872.37,1.74845e-09,0.000626995
875.63,1.46856e-09,0.000675129
878.88,1.22389e-09,0.000736605
882.14,1.01672e-09,0.000807912
885.4,8.47613e-10,0.000893217
888.66,7.16982e-10,0.0010022
891.92,6.31218e-10,0.00118468
895.18,2.60059e-10,0.00154413
898.44,2.15865e-15,0.00165987
901.7,1.90189e-15,0.00166108
904.96,1.68123e-15,0.00167873
908.22,1.49048e-15,0.00170391
911.47,1.32422e-15,0.00173488
914.73,1.178e-15,0.00176817
917.99,1.04802e-15,0.00180344
921.25,9.36021e-16,0.0018787
924.51,8.54462e-16,0.001921
927.77,7.83031e-16,0.00194959
931.03,7.17576e-16,0.00197627
934.29,6.57895e-16,0.0020108
937.55,6.02586e-16,0.00204171
940.81,5.53069e-16,0.00207778
944.06,5.07525e-16,0.00211239
947.32,1.2711e-15,0.00214887
950.58,2.14323e-15,0.00224595
953.84,1.25752e-15,0.00250337
957.1,3.86667e-16,0.00278916
960.36,2.03722e-16,0.0030119
963.62,1.38076e-16,0.00324113
966.88,9.32626e-17,0.00342699
970.14,6.31372e-17,0.00358205
973.39,3.82149e-17,0.00370414
976.65,2.54563e-17,0.0037956
979.91,1.88888e-17,0.00387631
983.17,1.39828e-17,0.00395479
986.43,1.03351e-17,0.00403136
989.69,8.20391e-18,0.00410882
992.95,9.55787e-18,0.0041966
996.21,6.05239e-18,0.0042834
999.47,3.83415e-18,0.00436927
1002.73,2.05657e-18,0.00445103
1005.98,1.26609e-18,0.00450753
1009.24,9.25415e-19,0.00456033
1012.5,6.78407e-19,0.00461828
1015.76,6.12163e-19,0.00469306
1019.02,3.87208e-19,0.00476941
1022.28,2.44707e-19,0.00484112
1025.54,9.58412e-21,0.00489021
1028.8,6.7743e-20,0.0049467
1032.06,6.80517e-20,0.0050326
1035.32,3.77887e-20,0.00511131
1038.57,5.99268e-21,0.0051224
1041.83,2.50945e-20,0.0051923
1045.09,1.19142e-20,0.00526681
1048.35,6.0903e-21,0.00534393
1051.61,1.59959e-21,0.00534086
1054.87,8.71659e-21,0.00541893
1058.13,6.19758e-21,0.00546043
1061.39,4.28036e-21,0.00550666
1064.65,2.74422e-21,0.00555683
1067.91,1.75877e-21,0.00560836
1071.16,1.12621e-21,0.00566419
1074.42,7.20022e-22,0.00571847
1077.68,4.19747e-22,0.00578062
1080.94,4.47976e-22,0.00582037
1084.2,2.60209e-22,0.00586188
