Cells,Value,Error
291.97,2.06608e-10,0.0137
296.44,2.64778e-10,0.013
300.91,3.9145e-10,0.0121
305.38,6.20384e-10,0.0114
309.85,1.01664e-09,0.0108
314.32,1.67519e-09,0.0102
318.79,2.7536e-09,0.0097
323.26,4.51401e-09,0.0093
327.73,7.40047e-09,0.0089
332.2,1.20951e-08,0.0086
336.67,1.95838e-08,0.0082
341.14,3.16929e-08,0.0079
345.61,5.08859e-08,0.0076
350.08,8.13884e-08,0.0074
354.55,1.29623e-07,0.0072
359.02,2.05277e-07,0.007
363.49,3.24539e-07,0.0068
367.96,5.1087e-07,0.0066
372.43,7.98991e-07,0.0064
376.9,1.25023e-06,0.0063
377.0,1.41138e-05,0.006
395.5,8.1381e-06,0.0053
400.5,2.53762e-06,0.0064
406.6,1.41805e-05,0.0052
412.7,2.99251e-05,0.0046
418.8,6.80774e-05,0.004
424.9,0.000162831,0.0034
431.0,0.000425731,0.0028
436.0,0.000272456,0.0032
447.9,0.000404347,0.0027
451.0,0.0296565,0.0021
455.2,0.00117163,0.0022
458.2,0.0748225,0.0017
465.2,0.0036607,0.0017
468.2,0.259814,0.0014
473.7,0.0121852,0.0014
476.7,0.727425,0.0011
481.7,0.0368874,0.0011
484.7,1.90084,0.0009
487.0,0.0909962,0.0009
489.0,3.42432,0.0008
490.0,0.157859,0.0009
493.6,5.53323,0.0007
493.7,0.290101,0.0009
494.2,0.282409,0.0008
495.0,4.12522,0.0008
1132.1,5.97114,0.0004
1132.6,0.434204,0.0003
1132.7,0.447382,0.0004
1136.3,8.44789,0.0003
1137.3,0.250463,0.0004
1139.3,5.33302,0.0003
1141.6,0.145135,0.0004
1144.6,2.95619,0.0004
1149.6,0.0579591,0.0005
1152.6,1.11384,0.0005
1158.1,0.0186497,0.0007
1161.1,0.390546,0.0007
1168.1,0.00544413,0.0009
1171.1,0.109791,0.0008
1175.3,0.00170024,0.0011
1178.4,0.0426943,0.001
1185.3,0.000571946,0.0014
1227.8,0.000366887,0.0016
1232.49,0.000638467,0.0014
1237.18,0.000296695,0.0016
1241.87,0.00014638,0.0018
1246.56,7.48665e-05,0.0021
1251.25,3.93723e-05,0.0024
1255.94,2.10432e-05,0.0028
1260.63,1.13569e-05,0.0031
1265.32,6.20511e-06,0.0035
1270.01,3.43121e-06,0.0039
1274.7,1.99571e-06,0.0044
1279.7,3.94161e-07,0.0056
1284.7,1.17461e-06,0.0049
1300.1,2.04514e-06,0.0054
1304.57,1.82796e-07,0.0056
1309.04,1.16702e-07,0.0058
1313.51,7.40746e-08,0.006
1317.98,4.69203e-08,0.0063
1322.45,2.95374e-08,0.0065
1326.92,1.85471e-08,0.0068
1331.39,1.15295e-08,0.007
1335.86,7.14501e-09,0.0073
1340.33,4.41474e-09,0.0076
1344.8,2.70358e-09,0.008
1349.27,1.64703e-09,0.0083
1353.74,1.00336e-09,0.0087
1358.21,6.09443e-10,0.0092
1362.68,3.67263e-10,0.0096
1367.15,2.20251e-10,0.0102
1371.62,1.31897e-10,0.0107
1376.09,7.83593e-11,0.0114
1380.56,4.55079e-11,0.0121
1385.03,2.55018e-11,0.0129
1389.5,1.2129e-11,0.0143
