Cells,Value,Error
47,596.735,0.0009
45,317.373,0.0009
43,179.826,0.001
41,70.0485,0.0012
39,22.0951,0.0015
37,6.3526,0.0019
35,1.99166,0.0025
33,0.658686,0.0031
26,0.00549889,0.0064
30,0.120526,0.0042
29,0.0567026,0.0047
28,0.0259692,0.0052
27,0.0119079,0.0058
21,0.001005,0.0079
55,932.459,0.0004
57,509.853,0.0004
59,289.635,0.0004
61,110.861,0.0005
63,33.954,0.0007
65,9.45513,0.001
67,2.88561,0.0013
69,0.930897,0.0016
72,0.172878,0.0021
73,0.0972459,0.0023
74,0.0528406,0.0025
75,0.0285678,0.0029
76,0.0155363,0.0032
77,0.00848361,0.0036
78,0.00463931,0.004
79,0.00255235,0.0044
80,0.0014051,0.005
81,0.000774288,0.0055
86,0.000146484,0.0074
