Cells,Value,Error
47,7.78571,0.0009
45,4.44208,0.0008
43,2.77606,0.0009
41,1.25957,0.001
39,0.448328,0.0012
37,0.143886,0.0016
35,0.0447265,0.002
33,0.0173235,0.0024
26,0.000124469,0.0053
30,0.0034556,0.003
29,0.00135854,0.0036
28,0.000585416,0.0042
27,0.000262256,0.0048
21,3.5312e-05,0.006
55,11.8056,0.0004
57,6.9553,0.0003
59,4.35805,0.0004
61,1.95378,0.0004
63,0.682015,0.0006
65,0.213811,0.0008
67,0.0650269,0.001
69,0.0245243,0.0012
72,0.00516483,0.0015
73,0.00244509,0.0017
74,0.00123691,0.002
75,0.000646095,0.0023
76,0.000344925,0.0026
77,0.00018632,0.0029
78,0.000101261,0.0033
79,5.55343e-05,0.0036
80,3.07261e-05,0.0041
81,1.76953e-05,0.0045
86,5.17983e-06,0.0053
