Cells,Value,Error
291.97,3129100.0,0.0098
296.44,3910180.0,0.0094
300.91,5641860.0,0.0089
305.38,8675560.0,0.0085
309.85,13710100.0,0.0081
314.32,21744800.0,0.0078
318.79,34308500.0,0.0075
323.26,53846000.0,0.0073
327.73,83894400.0,0.007
332.2,129325000.0,0.0068
336.67,197560000.0,0.0066
341.14,297696000.0,0.0064
345.61,442807000.0,0.0063
350.08,650193000.0,0.0061
354.55,934593000.0,0.006
359.02,1313870000.0,0.0059
363.49,1797410000.0,0.0058
367.96,2374040000.0,0.0056
372.43,2993920000.0,0.0055
376.9,3533440000.0,0.0054
377.0,3716310000.0,0.0055
395.5,3847570000.0,0.0053
400.5,6090450000.0,0.0048
406.6,12089000000.0,0.0042
412.7,26565200000.0,0.0035
418.8,68295700000.0,0.003
424.9,188502000000.0,0.0026
431.0,475438000000.0,0.0024
436.0,868404000000.0,0.0023
447.9,1626260000000.0,0.002
451.0,3173300000000.0,0.0017
455.2,4162930000000.0,0.0016
458.2,7474280000000.0,0.0015
465.2,11356800000000.0,0.0013
468.2,22339600000000.0,0.0012
473.7,30068500000000.0,0.0011
476.7,52005700000000.0,0.001
481.7,66992300000000.0,0.0009
484.7,108367000000000.0,0.0008
487.0,126010000000000.0,0.0008
489.0,169387000000000.0,0.0007
490.0,193589000000000.0,0.0007
493.6,265470000000000.0,0.0006
493.7,296074000000000.0,0.0007
494.2,308831000000000.0,0.0006
495.0,351403000000000.0,0.0006
1132.1,436708000000000.0,0.0004
1132.6,394224000000000.0,0.0004
1132.7,379356000000000.0,0.0004
1136.3,348413000000000.0,0.0003
1137.3,268407000000000.0,0.0003
1139.3,239133000000000.0,0.0003
1141.6,183873000000000.0,0.0003
1144.6,159961000000000.0,0.0003
1149.6,100386000000000.0,0.0004
1152.6,78107700000000.0,0.0004
1158.1,45103900000000.0,0.0005
1161.1,33379800000000.0,0.0005
1168.1,16832100000000.0,0.0006
1171.1,10984500000000.0,0.0007
1175.3,6072150000000.0,0.0008
1178.4,4577410000000.0,0.0008
1185.3,2301770000000.0,0.001
1227.8,1202080000000.0,0.0011
1232.49,711125000000.0,0.0012
1237.18,357909000000.0,0.0012
1241.87,162110000000.0,0.0014
1246.56,73733900000.0,0.0016
1251.25,34951500000.0,0.0019
1255.94,17352200000.0,0.0022
1260.63,8909260000.0,0.0025
1265.32,4720110000.0,0.0029
1270.01,2607630000.0,0.0033
1274.7,1566250000.0,0.0037
1279.7,883674000.0,0.0043
1284.7,558595000.0,0.0048
1300.1,535736000.0,0.005
1304.57,509804000.0,0.0049
1309.04,430847000.0,0.005
1313.51,340242000.0,0.0051
1317.98,255562000.0,0.0052
1322.45,186063000.0,0.0053
1326.92,131715000.0,0.0055
1331.39,90991000.0,0.0056
1335.86,61775300.0,0.0058
1340.33,41288300.0,0.006
1344.8,27167800.0,0.0062
1349.27,17668200.0,0.0064
1353.74,11375500.0,0.0066
1358.21,7257730.0,0.0069
1362.68,4582230.0,0.0072
1367.15,2867450.0,0.0075
1371.62,1777260.0,0.0079
1376.09,1085990.0,0.0083
1380.56,644780.0,0.0087
1385.03,355567.0,0.0091
1389.5,148391.0,0.0095
