Cells,Energy,Value,Error
291.97,0.1,13982.2,0.0112
291.97,1.0,773267.0,0.0094
291.97,5.0,319842.0,0.0101
291.97,10.0,156349.0,0.0114
291.97,20.0,55.1616,0.4531
296.44,0.1,17469.9,0.0106
296.44,1.0,955109.0,0.009
296.44,5.0,393970.0,0.0096
296.44,10.0,192635.0,0.0105
296.44,20.0,83.7742,0.333
300.91,0.1,24623.3,0.0109
300.91,1.0,1346680.0,0.0087
300.91,5.0,558305.0,0.0095
300.91,10.0,271314.0,0.0105
300.91,20.0,138.518,0.3154
305.38,0.1,36871.0,0.01
305.38,1.0,2019500.0,0.0084
305.38,5.0,834024.0,0.0089
305.38,10.0,408110.0,0.0098
305.38,20.0,143.486,0.2793
309.85,0.1,57202.0,0.0101
309.85,1.0,3114390.0,0.0081
309.85,5.0,1283290.0,0.0086
309.85,10.0,632262.0,0.0097
309.85,20.0,210.122,0.2926
314.32,0.1,88142.4,0.0092
314.32,1.0,4839140.0,0.0078
314.32,5.0,1994610.0,0.0082
314.32,10.0,971402.0,0.0091
314.32,20.0,636.126,0.2254
318.79,0.1,135804.0,0.0092
318.79,1.0,7421650.0,0.0075
318.79,5.0,3083840.0,0.008
318.79,10.0,1492290.0,0.0089
318.79,20.0,665.018,0.2615
323.26,0.1,205984.0,0.0085
323.26,1.0,11369800.0,0.0073
323.26,5.0,4721330.0,0.0077
323.26,10.0,2274170.0,0.0084
323.26,20.0,1144.03,0.207
327.73,0.1,314101.0,0.0086
327.73,1.0,17319800.0,0.0071
327.73,5.0,7123770.0,0.0076
327.73,10.0,3402950.0,0.0083
327.73,20.0,2096.82,0.193
332.2,0.1,470066.0,0.0081
332.2,1.0,25927200.0,0.0069
332.2,5.0,10761800.0,0.0073
332.2,10.0,5055390.0,0.0079
332.2,20.0,3412.25,0.174
336.67,0.1,698700.0,0.0082
336.67,1.0,38537000.0,0.0068
336.67,5.0,16004500.0,0.0072
336.67,10.0,7519230.0,0.0079
336.67,20.0,4623.78,0.2051
341.14,0.1,1013080.0,0.0076
341.14,1.0,56162400.0,0.0066
341.14,5.0,23411200.0,0.0069
341.14,10.0,10795700.0,0.0076
341.14,20.0,7944.5,0.1542
345.61,0.1,1445990.0,0.0079
345.61,1.0,81288200.0,0.0065
345.61,5.0,34198800.0,0.0069
345.61,10.0,15187000.0,0.0076
345.61,20.0,10710.4,0.1569
350.08,0.1,2070450.0,0.0074
350.08,1.0,116660000.0,0.0063
350.08,5.0,48962900.0,0.0066
350.08,10.0,21217600.0,0.0073
350.08,20.0,18999.4,0.1272
354.55,0.1,2903470.0,0.0077
354.55,1.0,163727000.0,0.0062
354.55,5.0,69142300.0,0.0066
354.55,10.0,28630300.0,0.0075
354.55,20.0,31202.5,0.1562
359.02,0.1,3977630.0,0.0072
359.02,1.0,228019000.0,0.006
359.02,5.0,97771200.0,0.0063
359.02,10.0,37748700.0,0.0072
359.02,20.0,44128.4,0.1229
363.49,0.1,5379090.0,0.0075
363.49,1.0,315829000.0,0.0059
363.49,5.0,136889000.0,0.0062
363.49,10.0,47845900.0,0.0075
363.49,20.0,77751.9,0.1157
367.96,0.1,7436330.0,0.0068
367.96,1.0,444663000.0,0.0055
367.96,5.0,196510000.0,0.0058
367.96,10.0,60018800.0,0.0072
367.96,20.0,139618.0,0.1011
372.43,0.1,10253500.0,0.007
372.43,1.0,637899000.0,0.0052
372.43,5.0,290937000.0,0.0055
372.43,10.0,76528000.0,0.0072
372.43,20.0,204998.0,0.1019
376.9,0.1,14001500.0,0.0062
376.9,1.0,878387000.0,0.0047
376.9,5.0,458027000.0,0.0049
376.9,10.0,106307000.0,0.0065
376.9,20.0,292736.0,0.0951
377.0,0.1,40730700.0,0.021
377.0,1.0,832530000.0,0.0064
377.0,5.0,565610000.0,0.0057
377.0,10.0,129574000.0,0.0092
377.0,20.0,267402.0,0.1552
395.5,0.1,48514200.0,0.0043
395.5,1.0,823317000.0,0.0042
