Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.35477613597051e-08,0.007870036384505855,0.01,0.1,66.8 deg
0.1 - 1,2.3684648252928223e-06,0.001405057760360524,0.1,1.0,66.8 deg
1 - 3.5,6.883662126728872e-06,0.0014105760451057151,1.0,3.5,66.8 deg
3.5 - 10,1.3131461681266335e-06,0.005260487972605622,3.5,10.0,66.8 deg
10 - 20,2.001036728129701e-06,0.006485926935604346,10.0,20.0,66.8 deg
