Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.379108874061482e-08,0.009475590557827117,0.01,0.1,0 deg
0.1 - 1,1.84205866393619e-06,0.0011096214386990134,0.1,1.0,0 deg
1 - 3.5,8.999641020313002e-06,0.0007126789447028265,1.0,3.5,0 deg
3.5 - 10,5.871940451763421e-06,0.0012707329874937971,3.5,10.0,0 deg
10 - 20,0.00035370863257633473,0.00025872064254681067,10.0,20.0,0 deg
