Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,6.934211008566314e-07,0.003410446568331348,0.1,1.0,0 deg
1 - 3.5,4.956815340301911e-07,0.002336077791239467,1.0,3.5,0 deg
3.5 - 10,1.2043415741535866e-06,0.0024926647894141347,3.5,10.0,0 deg
10 - 20,1.6508775209611312e-05,0.0007737190658439405,10.0,20.0,0 deg
