Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,8.58711561199668e-08,0.0060018440124888035,0.01,0.1,0 deg
0.1 - 1,7.517619545383187e-07,0.001698762876798442,0.1,1.0,0 deg
1 - 3.5,6.223171019625191e-06,0.000927717670981398,1.0,3.5,0 deg
3.5 - 10,5.9665479073335055e-06,0.0012794474168768195,3.5,10.0,0 deg
10 - 20,0.0002587989361279472,0.00030531752861641127,10.0,20.0,0 deg
