Energy,Value,Error,Angle
0.011927,3.532518786863547e-09,0.019,12.2 deg
0.0125385,2.84912711153329e-08,0.0583,12.2 deg
0.0131815,3.295553168843068e-08,0.0524,12.2 deg
0.013857,3.564337428963601e-08,0.0502,12.2 deg
0.0145675,4.004799766538358e-08,0.0477,12.2 deg
0.0153145,4.787602842821744e-08,0.0439,12.2 deg
0.0160995,5.8276842397270525e-08,0.0404,12.2 deg
0.016925,6.332443659946914e-08,0.0369,12.2 deg
0.017793,7.405209810404988e-08,0.0346,12.2 deg
0.0187055,8.220028816953003e-08,0.0318,12.2 deg
0.0196645,1.134169398413587e-07,0.0279,12.2 deg
0.0206725,1.373636998496946e-07,0.025,12.2 deg
0.021732,1.4576369153311997e-07,0.0236,12.2 deg
0.0228465,3.3978374479595497e-07,0.0155,12.2 deg
0.024018,6.931401396102553e-07,0.0107,12.2 deg
0.025249,2.1937257905050544e-06,0.0062,12.2 deg
0.0265435,4.724896333081726e-07,0.0132,12.2 deg
0.0279045,6.341110716432964e-09,0.1208,12.2 deg
0.0293355,1.797111461316849e-09,0.2304,12.2 deg
0.0308395,7.1879348297857096e-09,0.1264,12.2 deg
0.0324205,1.533361513669279e-08,0.0867,12.2 deg
0.034083,2.527706310317533e-08,0.0652,12.2 deg
0.0358305,3.319829555182612e-08,0.059,12.2 deg
0.0376675,4.164172601325246e-08,0.0523,12.2 deg
0.039599,5.519494288604766e-08,0.0443,12.2 deg
0.0416295,6.438952261446487e-08,0.0449,12.2 deg
0.0437635,6.506239923557288e-08,0.0429,12.2 deg
0.046007,8.259806628600982e-08,0.0385,12.2 deg
0.048366,8.495160461754533e-08,0.036,12.2 deg
0.050846,1.112104821223657e-07,0.0317,12.2 deg
0.053453,6.907679509142745e-08,0.0415,12.2 deg
0.0561935,7.760959413168329e-08,0.0376,12.2 deg
0.0590745,1.2306666457433836e-07,0.0308,12.2 deg
0.0621035,1.319767108551022e-07,0.0288,12.2 deg
0.0652875,1.594543946084236e-07,0.0258,12.2 deg
0.0686345,2.561730006254254e-07,0.0197,12.2 deg
0.0721535,4.076821651159189e-07,0.0159,12.2 deg
0.075853,1.3916052908848985e-07,0.026,12.2 deg
0.079742,1.8443627494246859e-07,0.0258,12.2 deg
0.0838305,1.1285391675983214e-06,0.009,12.2 deg
0.088129,3.356401337255055e-08,0.0633,12.2 deg
0.0926475,9.344200398263565e-08,0.0356,12.2 deg
0.0973975,1.3417982715483692e-07,0.0291,12.2 deg
0.102391,1.656999161504972e-07,0.0273,12.2 deg
0.10764,2.198725493911705e-07,0.0236,12.2 deg
0.11316,2.2798248582969833e-07,0.0224,12.2 deg
0.11896,2.708616652759416e-07,0.0177,12.2 deg
0.12506,5.11283373911892e-07,0.0147,12.2 deg
0.131475,9.010257740944088e-07,0.0096,12.2 deg
0.138215,2.076180588961505e-06,0.0065,12.2 deg
0.1453,2.4421222320884016e-07,0.0181,12.2 deg
0.15275,1.1773082607276761e-07,0.0332,12.2 deg
0.16058,2.511919329030781e-07,0.0212,12.2 deg
0.16881,1.3487133688928584e-06,0.0081,12.2 deg
0.17747,2.053459983365435e-07,0.0235,12.2 deg
0.18657,1.3636297305412812e-06,0.0082,12.2 deg
0.196135,4.914024929104618e-08,0.0484,12.2 deg
0.20619,1.2693960837021778e-07,0.0303,12.2 deg
0.21676,2.8987645590699404e-07,0.0193,12.2 deg
0.227875,8.240131699735102e-07,0.0103,12.2 deg
0.23956,3.2738229840854727e-07,0.019,12.2 deg
0.251845,4.36083555059481e-07,0.0156,12.2 deg
0.264755,4.3357960088879715e-07,0.0164,12.2 deg
0.278325,1.7667472546284608e-06,0.0072,12.2 deg
0.292595,2.685485121205861e-07,0.0226,12.2 deg
0.3076,1.4105862591959275e-06,0.0085,12.2 deg
0.32337,2.253837897458496e-06,0.0062,12.2 deg
0.33995,3.690838907123502e-07,0.0164,12.2 deg
0.35738,1.7741272006170824e-06,0.0069,12.2 deg
0.3757,9.24822713297526e-07,0.0091,12.2 deg
0.394965,7.582079700746621e-07,0.0096,12.2 deg
0.415215,1.4858286534212914e-07,0.0291,12.2 deg
0.436505,1.8616884625850225e-07,0.027,12.2 deg
0.458885,3.118032220260233e-07,0.0189,12.2 deg
0.48241,7.345092575001589e-07,0.0118,12.2 deg
0.507145,3.5133784374345403e-07,0.0191,12.2 deg
0.533145,2.4061497086689535e-07,0.0234,12.2 deg
0.56048,5.354966371318366e-07,0.0162,12.2 deg
0.58922,3.506394401246107e-07,0.0236,12.2 deg
0.61943,8.279528078987085e-07,0.0116,12.2 deg
0.65119,1.1619091479600361e-06,0.0083,12.2 deg
0.68458,6.117704071423055e-07,0.0113,12.2 deg
0.719675,8.076055258097402e-07,0.0104,12.2 deg
0.75657,1.3068478210176144e-07,0.0306,12.2 deg
0.79536,7.90015444401972e-08,0.0455,12.2 deg
0.83614,1.7872803605966152e-07,0.0311,12.2 deg
0.87901,1.5340935259486753e-07,0.0305,12.2 deg
0.92408,1.7551966704344192e-07,0.0284,12.2 deg
0.97146,2.9921934330737306e-07,0.0175,12.2 deg
1.02127,7.459261444920264e-08,0.0362,12.2 deg
1.07365,7.667976388481145e-08,0.033,12.2 deg
1.1287,1.098405748675948e-07,0.0327,12.2 deg
1.18655,7.978927603431726e-08,0.0315,12.2 deg
1.2474,1.0192066352329109e-07,0.0232,12.2 deg
1.31135,4.07518591658792e-08,0.0538,12.2 deg
1.37855,2.7411461211590294e-08,0.0563,12.2 deg
1.44925,2.5983345915242118e-08,0.0578,12.2 deg
1.52355,2.6164792476253598e-08,0.0545,12.2 deg
1.60165,1.1115294112886316e-08,0.0867,12.2 deg
1.6838,1.9779044642279324e-08,0.0808,12.2 deg
1.77015,1.8489758693321373e-08,0.0826,12.2 deg
1.8609,1.6200351286463994e-08,0.095,12.2 deg
1.9563,1.335821799619081e-08,0.0884,12.2 deg
2.0566,1.0842453538277726e-08,0.1417,12.2 deg
2.16205,6.819830109989591e-09,0.1701,12.2 deg
2.2729,7.69540563408266e-09,0.119,12.2 deg
2.3894,4.463132955232085e-09,0.1449,12.2 deg
2.5119,3.1632602744958175e-09,0.1508,12.2 deg
2.6407,2.735188656371854e-09,0.2474,12.2 deg
2.7761,3.597101906015578e-09,0.235,12.2 deg
2.91845,3.4081390807435355e-09,0.2339,12.2 deg
3.06805,2.1242649397092422e-09,0.1878,12.2 deg
3.22535,2.3022926531125693e-09,0.3302,12.2 deg
3.39075,3.28250553305241e-09,0.3682,12.2 deg
3.5646,1.6775181877324444e-09,0.2177,12.2 deg
3.74735,3.243969583975925e-09,0.3658,12.2 deg
3.93945,9.310933222895914e-10,0.4365,12.2 deg
4.14145,1.0599392196910571e-09,0.436,12.2 deg
4.3538,1.912734981863998e-09,0.421,12.2 deg
4.577,2.2760396812352645e-09,0.4809,12.2 deg
4.81165,7.309401046831677e-10,0.2937,12.2 deg
5.05835,1.2862747318427253e-09,0.6182,12.2 deg
5.3177,1.1929772141562649e-09,0.6485,12.2 deg
5.59035,6.22753321126006e-10,0.2946,12.2 deg
5.877,1.2451091777501985e-09,0.7486,12.2 deg
6.1783,1.5579380420986772e-09,0.4272,12.2 deg
6.49505,4.040546626132246e-10,0.2848,12.2 deg
6.8281,2.1109823723486715e-09,0.6367,12.2 deg
7.1782,1.3895707241073342e-09,0.4885,12.2 deg
7.5462,1.7904142098331394e-09,0.6375,12.2 deg
7.9331,5.003524565999586e-10,0.6191,12.2 deg
8.33985,4.686053402956851e-10,0.2973,12.2 deg
8.76745,7.434445578146335e-10,0.3747,12.2 deg
9.21695,1.1720046585731816e-09,0.4986,12.2 deg
9.6895,3.358991045724232e-09,0.7019,12.2 deg
10.1863,1.2694142870794537e-09,0.3506,12.2 deg
10.7085,1.5018020589435059e-09,0.5351,12.2 deg
11.2575,1.241638593144426e-09,0.436,12.2 deg
11.835,1.5515424143401253e-09,0.3665,12.2 deg
12.442,9.287356016993264e-10,0.2001,12.2 deg
13.0795,3.5459700665204677e-09,0.4331,12.2 deg
13.75,6.807673224020205e-09,0.2521,12.2 deg
14.455,5.184599136848513e-08,0.1398,12.2 deg
15.196,4.547760388391487e-08,0.131,12.2 deg
15.9755,1.5664481201199245e-08,0.3113,12.2 deg
16.7945,4.0337910213693046e-11,0.6735,12.2 deg
17.6555,0.0,0.0,12.2 deg
18.561,0.0,0.0,12.2 deg
19.5125,0.0,0.0,12.2 deg
20.464,0.0,0.0,12.2 deg
