Energy,Value,Error,Angle
0.488405,5.3755303457180635e-08,0.0033,66.8 deg
0.50077,3.8710845106319604e-07,0.0206,66.8 deg
0.513445,3.954744488276272e-07,0.0203,66.8 deg
0.52644,3.817859654061721e-07,0.0201,66.8 deg
0.53977,4.0275123939684454e-07,0.0202,66.8 deg
0.553435,3.9994099728569986e-07,0.02,66.8 deg
0.567445,3.956792348006811e-07,0.0199,66.8 deg
0.58181,4.0151430414483734e-07,0.0198,66.8 deg
0.596535,4.149038843955905e-07,0.0199,66.8 deg
0.61164,4.360080780742889e-07,0.0194,66.8 deg
0.627125,4.4257244081856913e-07,0.0194,66.8 deg
0.643,4.281558418857046e-07,0.0194,66.8 deg
0.65928,4.413483360761218e-07,0.0193,66.8 deg
0.67597,4.4025355636358346e-07,0.0194,66.8 deg
0.69308,4.4228173930308615e-07,0.0191,66.8 deg
0.710625,4.4919420816918623e-07,0.0188,66.8 deg
0.728615,4.5149703249254497e-07,0.019,66.8 deg
0.74706,4.5487142864715497e-07,0.0188,66.8 deg
0.76597,4.740113766710039e-07,0.0186,66.8 deg
0.78536,4.866514385013289e-07,0.0184,66.8 deg
0.805245,4.961693181091101e-07,0.0183,66.8 deg
0.82563,4.942089885637296e-07,0.0186,66.8 deg
0.84653,5.076541394866292e-07,0.0183,66.8 deg
0.86796,5.011722073503812e-07,0.0182,66.8 deg
0.88993,5.113737382188318e-07,0.0176,66.8 deg
0.912455,5.394671514677288e-07,0.0178,66.8 deg
0.935555,5.218476421638232e-07,0.0176,66.8 deg
0.95924,5.430382809067165e-07,0.0175,66.8 deg
0.983525,5.523092794784604e-07,0.0174,66.8 deg
1.00841,5.51217419545651e-07,0.0174,66.8 deg
1.03395,5.440478656855927e-07,0.0171,66.8 deg
1.06015,5.664005153972099e-07,0.0173,66.8 deg
1.087,5.813355478934078e-07,0.0171,66.8 deg
1.1145,5.904436085634727e-07,0.0167,66.8 deg
1.1427,6.194771179084065e-07,0.0165,66.8 deg
1.17165,6.126592281598842e-07,0.0164,66.8 deg
1.2013,6.061431317049962e-07,0.0163,66.8 deg
1.2317,6.204187248598318e-07,0.0162,66.8 deg
1.2629,6.520880169132601e-07,0.016,66.8 deg
1.29485,6.575156904443515e-07,0.0161,66.8 deg
1.3276,6.52431639474153e-07,0.0159,66.8 deg
1.3612,6.969390907150909e-07,0.0153,66.8 deg
1.39565,6.78237820725874e-07,0.0159,66.8 deg
1.431,7.141696614485793e-07,0.0153,66.8 deg
1.46725,7.045977871775155e-07,0.0155,66.8 deg
1.5044,7.614986318077547e-07,0.0154,66.8 deg
1.5425,7.615373576398472e-07,0.015,66.8 deg
1.58155,7.463330716683167e-07,0.015,66.8 deg
1.62155,7.269537990382215e-07,0.0151,66.8 deg
1.6626,7.552991606769147e-07,0.0148,66.8 deg
1.7047,7.776298143853244e-07,0.0145,66.8 deg
1.74785,7.727868730605325e-07,0.0145,66.8 deg
1.7921,7.904036634867839e-07,0.0144,66.8 deg
1.83745,8.072627466799682e-07,0.0143,66.8 deg
1.88395,8.193896240388485e-07,0.014,66.8 deg
1.93165,8.382044543783007e-07,0.0138,66.8 deg
1.98055,8.815591553806008e-07,0.0136,66.8 deg
2.0307,9.124578390166203e-07,0.0138,66.8 deg
2.0821,7.597882370472121e-07,0.0166,66.8 deg
2.1348,8.003131481768464e-07,0.0156,66.8 deg
2.18885,8.453795214166446e-07,0.0144,66.8 deg
2.24425,8.208929639028619e-07,0.0144,66.8 deg
2.3011,8.415494538551425e-07,0.0144,66.8 deg
2.35935,8.509538538913853e-07,0.0146,66.8 deg
2.41905,8.771149213486311e-07,0.0148,66.8 deg
2.4803,9.284524409173995e-07,0.0147,66.8 deg
2.5431,8.651955775151202e-07,0.0148,66.8 deg
2.6075,8.993486616684628e-07,0.0149,66.8 deg
2.6735,8.422236368384477e-07,0.0152,66.8 deg
