Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,9.422208571579638e-07,0.002684426207858476,0.1,1.0,41.8 deg
1 - 3.5,1.0361310420589745e-06,0.0018644777193362655,1.0,3.5,41.8 deg
3.5 - 10,1.6653901258128823e-06,0.0023962619300485284,3.5,10.0,41.8 deg
10 - 20,3.14434510119386e-06,0.003069472501029125,10.0,20.0,41.8 deg
