Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,4.136192677081936e-08,0.009394679200558725,0.01,0.1,66.8 deg
0.1 - 1,2.4813051719060937e-07,0.004020911305372681,0.1,1.0,66.8 deg
1 - 3.5,7.179151384720432e-07,0.003448763830173838,1.0,3.5,66.8 deg
3.5 - 10,5.715536527547776e-07,0.004763179769342081,3.5,10.0,66.8 deg
10 - 20,7.662813436995075e-07,0.005884445538572615,10.0,20.0,66.8 deg
