Value,Error,Energy,Angle
2.975265159699362e-06,0.043090254900019755,0.01 - 0.1,12.2 deg
1.925026472737741e-05,0.018742557791150357,0.1 - 1,12.2 deg
3.898135159618644e-05,0.011971603896680146,1 - 3.5,12.2 deg
4.7737135049506457e-05,0.012001622623802239,3.5 - 10,12.2 deg
0.0002974680086637857,0.005111839923513652,10 - 20,12.2 deg
