Energy,Value,Error,Angle
0.011927,5.491183899809853e-10,0.0479,0 deg
0.0125385,1.5914223148474706e-08,0.1095,0 deg
0.0131815,1.812172322460289e-08,0.1,0 deg
0.013857,2.053237804539566e-08,0.096,0 deg
0.0145675,2.0793760345870625e-08,0.0962,0 deg
0.0153145,2.3405689505963353e-08,0.0986,0 deg
0.0160995,2.173616295307632e-08,0.0927,0 deg
0.016925,2.2028012577360538e-08,0.0842,0 deg
0.017793,2.9067466468951355e-08,0.0811,0 deg
0.0187055,3.265125237706212e-08,0.0747,0 deg
0.0196645,3.886763556531828e-08,0.073,0 deg
0.0206725,4.2710510205467456e-08,0.0686,0 deg
0.021732,4.815160253817444e-08,0.0651,0 deg
0.0228465,5.266285132191454e-08,0.0635,0 deg
0.024018,5.800148469675006e-08,0.0604,0 deg
0.025249,6.680111005511345e-08,0.0588,0 deg
0.0265435,6.307448695138016e-08,0.0535,0 deg
0.0279045,8.265672566737181e-08,0.0487,0 deg
0.0293355,9.516916565207716e-08,0.045,0 deg
0.0308395,9.442487305474348e-08,0.0433,0 deg
0.0324205,1.1276877245453382e-07,0.0403,0 deg
0.034083,1.2429044179198229e-07,0.0394,0 deg
0.0358305,1.3966127784657613e-07,0.0361,0 deg
0.0376675,1.4817963022830998e-07,0.0346,0 deg
0.039599,1.8221976202617036e-07,0.0314,0 deg
0.0416295,1.5142569670362882e-07,0.0347,0 deg
0.0437635,1.0902883751207146e-07,0.0454,0 deg
0.046007,1.5612093867418495e-07,0.0364,0 deg
0.048366,1.718526716535484e-07,0.0349,0 deg
0.050846,1.8855232377963672e-07,0.0321,0 deg
0.053453,1.9729784480177525e-07,0.0311,0 deg
0.0561935,2.2627956348479186e-07,0.0295,0 deg
0.0590745,2.5616887690604536e-07,0.0274,0 deg
0.0621035,2.9416841555468663e-07,0.0263,0 deg
0.0652875,3.400439307633014e-07,0.0247,0 deg
0.0686345,3.5245114833887183e-07,0.0241,0 deg
0.0721535,3.556186548541116e-07,0.0239,0 deg
0.075853,4.2710350579212977e-07,0.0221,0 deg
0.079742,2.1750562627844012e-07,0.0311,0 deg
0.0838305,3.8841827172644125e-07,0.0231,0 deg
0.088129,4.3936028634874095e-07,0.0211,0 deg
0.0926475,4.810049319226949e-07,0.0204,0 deg
0.0973975,5.552698377282957e-07,0.0191,0 deg
0.102391,5.777399302960831e-07,0.0185,0 deg
0.10764,6.181262607167598e-07,0.018,0 deg
0.11316,6.540376910281853e-07,0.0171,0 deg
0.11896,5.546453219693345e-07,0.019,0 deg
0.12506,6.913166177557706e-07,0.0165,0 deg
0.131475,7.341688531026245e-07,0.0165,0 deg
0.138215,8.65692656227434e-07,0.0153,0 deg
0.1453,9.29943630718088e-07,0.0147,0 deg
0.15275,8.6648086462608e-07,0.0151,0 deg
0.16058,1.0569845272208896e-06,0.0139,0 deg
0.16881,1.1683788664217575e-06,0.0128,0 deg
0.17747,1.2529184189558437e-06,0.0127,0 deg
0.18657,1.404271728737143e-06,0.012,0 deg
0.196135,1.4667749872742135e-06,0.0117,0 deg
0.20619,1.6480448864357903e-06,0.011,0 deg
0.21676,1.7630342176484033e-06,0.0106,0 deg
0.227875,2.020778014176653e-06,0.01,0 deg
0.23956,1.908541232745846e-06,0.0104,0 deg
0.251845,2.1646708968046454e-06,0.0096,0 deg
0.264755,2.3803060206486486e-06,0.0091,0 deg
0.278325,2.340899799987109e-06,0.0093,0 deg
0.292595,2.4759847216897123e-06,0.0089,0 deg
0.3076,2.802092653901522e-06,0.0084,0 deg
0.32337,2.864495259550215e-06,0.0084,0 deg
0.33995,3.5782219917251895e-06,0.0074,0 deg
0.35738,3.2214695478754273e-06,0.0079,0 deg
0.3757,2.8948630618105078e-06,0.0084,0 deg
0.394965,3.9116148971374015e-06,0.0071,0 deg
0.415215,3.7268918048069503e-06,0.0073,0 deg
0.436505,4.125521807727993e-06,0.0068,0 deg
