Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.992621140903753e-08,0.0072615360863032136,0.01,0.1,24.9 deg
0.1 - 1,4.0332152450115833e-07,0.0029968563117877436,0.1,1.0,24.9 deg
1 - 3.5,1.4627212378418697e-06,0.002492314411599814,1.0,3.5,24.9 deg
3.5 - 10,1.76936250118278e-06,0.002846228282281225,3.5,10.0,24.9 deg
10 - 20,5.792623011979141e-06,0.0035031149004865476,10.0,20.0,24.9 deg
