Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,9.44779503098097e-07,0.0025132613132620896,0.01,0.1,0 deg
0.1 - 1,2.9350942210835706e-06,0.0011641919375485394,0.1,1.0,0 deg
1 - 3.5,8.030535107597409e-06,0.0010513148726355261,1.0,3.5,0 deg
3.5 - 10,5.888383237257434e-06,0.0019609964360808967,3.5,10.0,0 deg
10 - 20,0.0005428905091931717,0.00018878644093270943,10.0,20.0,0 deg
