Energy,Value,Error,Angle
0.488405,8.920742901780132e-08,0.0032,0 deg
0.50077,6.522415388422184e-07,0.0157,0 deg
0.513445,6.753720132690698e-07,0.0152,0 deg
0.52644,6.654837529446617e-07,0.0152,0 deg
0.53977,6.679981484283755e-07,0.0152,0 deg
0.553435,7.039065547287118e-07,0.015,0 deg
0.567445,7.094296887503678e-07,0.0147,0 deg
0.58181,7.11040996812983e-07,0.0147,0 deg
0.596535,7.326403766114401e-07,0.0146,0 deg
0.61164,7.708642655625718e-07,0.0142,0 deg
0.627125,7.962320254809297e-07,0.0139,0 deg
0.643,7.893165790392514e-07,0.014,0 deg
0.65928,8.079234580911925e-07,0.0139,0 deg
0.67597,8.335677997400535e-07,0.0134,0 deg
0.69308,8.470025750793019e-07,0.0133,0 deg
0.710625,8.443951893145455e-07,0.0129,0 deg
0.728615,8.695748767848789e-07,0.013,0 deg
0.74706,8.95654874989879e-07,0.0128,0 deg
0.76597,8.981137650192875e-07,0.0125,0 deg
0.78536,9.365657115550032e-07,0.0125,0 deg
0.805245,9.479143972322452e-07,0.0123,0 deg
0.82563,9.725140740370495e-07,0.0121,0 deg
0.84653,9.802067481478166e-07,0.0117,0 deg
0.86796,1.037320429171417e-06,0.0115,0 deg
0.88993,1.0511146793236263e-06,0.0114,0 deg
0.912455,1.0986854937604505e-06,0.0112,0 deg
0.935555,1.0972687837232245e-06,0.011,0 deg
0.95924,1.143277431356451e-06,0.0107,0 deg
0.983525,1.1487754632668285e-06,0.0106,0 deg
1.00841,1.204183524406576e-06,0.0104,0 deg
1.03395,1.233120520877072e-06,0.0101,0 deg
1.06015,1.2774022799452923e-06,0.0099,0 deg
1.087,1.3215079331183064e-06,0.0098,0 deg
1.1145,1.3736965658960423e-06,0.0095,0 deg
1.1427,1.42350275025427e-06,0.0092,0 deg
1.17165,1.5106641261150627e-06,0.0089,0 deg
1.2013,1.5506121090291102e-06,0.0088,0 deg
1.2317,1.5930278829843924e-06,0.0086,0 deg
1.2629,1.660125698506885e-06,0.0083,0 deg
1.29485,1.7108856453880903e-06,0.0082,0 deg
1.3276,1.7532148588866416e-06,0.008,0 deg
1.3612,1.8326779018306374e-06,0.0079,0 deg
1.39565,1.8812741383094488e-06,0.0076,0 deg
1.431,1.9647191702854936e-06,0.0074,0 deg
1.46725,2.082246056415791e-06,0.0072,0 deg
1.5044,2.1538980822037807e-06,0.0072,0 deg
1.5425,2.2241850393959124e-06,0.007,0 deg
1.58155,2.3116325943308785e-06,0.0068,0 deg
1.62155,2.366779675075682e-06,0.0066,0 deg
1.6626,2.4507122978925226e-06,0.0063,0 deg
1.7047,2.5602703235823355e-06,0.0062,0 deg
1.74785,2.6447156172366268e-06,0.006,0 deg
1.7921,2.800394572104984e-06,0.0058,0 deg
1.83745,2.81561593672e-06,0.0058,0 deg
1.88395,2.8342948020088495e-06,0.0058,0 deg
1.93165,2.96663842350045e-06,0.0056,0 deg
1.98055,3.0827450464304603e-06,0.0055,0 deg
2.0307,3.2350665228444055e-06,0.0056,0 deg
2.0821,2.446800563527573e-06,0.0073,0 deg
2.1348,2.4905018974075526e-06,0.0067,0 deg
2.18885,3.1498489094801256e-06,0.0057,0 deg
2.24425,3.234310196192607e-06,0.0054,0 deg
2.3011,3.2976493569071294e-06,0.0053,0 deg
2.35935,3.4046514527558785e-06,0.0053,0 deg
2.41905,3.3458224579169727e-06,0.0055,0 deg
2.4803,3.212038480773001e-06,0.0056,0 deg
2.5431,3.1671006905257397e-06,0.0057,0 deg
2.6075,3.139598946705972e-06,0.0057,0 deg
2.6735,2.960474471503786e-06,0.0059,0 deg
2.74115,2.653048446600867e-06,0.0063,0 deg
2.81055,2.279494067803112e-06,0.0072,0 deg
2.8817,1.563507238670382e-06,0.0093,0 deg
2.95465,8.64750823006642e-07,0.0145,0 deg
3.02945,3.851911739952831e-06,0.0051,0 deg
3.10615,4.22338463202185e-06,0.0046,0 deg
3.1848,2.755020593369309e-06,0.006,0 deg
3.2654,1.996489064723582e-06,0.0079,0 deg
3.34805,1.5123248549740952e-06,0.0103,0 deg
3.43285,1.2687777783045322e-06,0.0126,0 deg
3.51975,1.1684519890065608e-06,0.013,0 deg
3.60885,1.2376197188489936e-06,0.0138,0 deg
3.70025,1.3882168073729672e-06,0.013,0 deg
3.7939,1.5569656487822372e-06,0.0119,0 deg
3.8899,1.8716002504867177e-06,0.0102,0 deg
3.98835,2.343819405637614e-06,0.0093,0 deg
4.08935,2.8566576856038543e-06,0.0086,0 deg
4.1929,2.8948814405106842e-06,0.009,0 deg
