Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.085665898566804e-08,0.013532323315247431,0.01,0.1,66.8 deg
0.1 - 1,2.240479848365517e-07,0.00455585582002308,0.1,1.0,66.8 deg
1 - 3.5,5.217020429530812e-07,0.0041031125257007875,1.0,3.5,66.8 deg
3.5 - 10,3.989339624557775e-07,0.006205866659636549,3.5,10.0,66.8 deg
10 - 20,7.787033955385475e-07,0.0061251527600390595,10.0,20.0,66.8 deg
