Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.0191275089637124e-07,0.0064580589769641,0.01,0.1,41.8 deg
0.1 - 1,2.1432020970756633e-06,0.0014311399580105677,0.1,1.0,41.8 deg
1 - 3.5,4.2614246543477225e-06,0.0014902899821001155,1.0,3.5,41.8 deg
3.5 - 10,1.7347189180925802e-06,0.0035871238311372374,3.5,10.0,41.8 deg
10 - 20,4.158487260485535e-06,0.0036665193621511862,10.0,20.0,41.8 deg
