Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,9.025039753461888e-07,0.0023706997583292006,0.01,0.1,41.8 deg
0.1 - 1,2.355800059899904e-06,0.0012350568535222958,0.1,1.0,41.8 deg
1 - 3.5,3.495835293774644e-06,0.001931563721210556,1.0,3.5,41.8 deg
3.5 - 10,2.922495085979553e-06,0.003355572184161221,3.5,10.0,41.8 deg
10 - 20,1.3896843956601724e-05,0.002116120671783155,10.0,20.0,41.8 deg
