Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.143451651812906e-08,0.011505736816989236,0.01,0.1,24.9 deg
0.1 - 1,3.7022997872861e-07,0.0034280869721805655,0.1,1.0,24.9 deg
1 - 3.5,1.0360932855150875e-06,0.0028981709527987286,1.0,3.5,24.9 deg
3.5 - 10,1.099339376707386e-06,0.003823736081502862,3.5,10.0,24.9 deg
10 - 20,6.892887451609282e-06,0.0033887784588059098,10.0,20.0,24.9 deg
