Value,Error,Energy,Angle
4.561794427153687e-06,0.038808817960205896,0.01 - 0.1,0 deg
0.00020225359575241618,0.005159329856275007,0.1 - 1,0 deg
0.00027493067999163727,0.0036826694670753606,1 - 3.5,0 deg
0.00012575940677298698,0.007624370270126206,3.5 - 10,0 deg
0.006568486217172425,0.0006589969018221823,10 - 20,0 deg
