Value,Error,Energy,Angle
2.4373609120081633e-05,0.012887429097542235,0.1 - 1,0 deg
0.00011663731675869954,0.0067421489747527714,1 - 3.5,0 deg
0.00017756364463629177,0.00854903839542974,3.5 - 10,0 deg
0.003913468840849473,0.0009081615601175354,10 - 20,0 deg
