Cor A,Value,Error
415.0,1.00738e-09,0.000407451
831.629,0.0,0.0
834.888,0.0,0.0
838.147,0.0,0.0
841.406,0.0,0.0
844.665,0.0,0.0
847.924,0.0,0.0
851.183,6.43443e-08,0.000477682
854.442,1.97269e-08,0.00055107
857.701,1.22398e-08,0.000608539
860.96,6.97476e-09,0.000634655
864.219,5.25444e-09,0.000634322
867.478,4.37613e-09,0.00065987
870.737,3.65454e-09,0.000694193
873.996,3.06128e-09,0.000734869
877.255,2.5729e-09,0.000776868
880.514,2.16802e-09,0.000824652
883.773,1.83669e-09,0.000875894
887.032,1.56821e-09,0.000931811
890.291,1.35167e-09,0.000991001
893.55,1.31654e-09,0.000983382
896.809,1.23158e-09,0.000958231
900.068,1.07895e-09,0.000964199
903.327,9.50293e-10,0.000976615
906.586,8.40168e-10,0.000995136
909.845,7.45772e-10,0.00101637
913.104,6.64376e-10,0.00103993
916.363,5.95415e-10,0.00106778
919.622,4.41279e-10,0.00109497
922.881,3.76742e-10,0.0011134
926.14,3.49809e-10,0.00113048
929.399,3.25188e-10,0.00115051
932.658,3.02895e-10,0.00117376
935.917,2.82852e-10,0.00119552
939.176,2.65077e-10,0.00121854
942.435,2.49489e-10,0.00124222
945.694,6.16465e-10,0.0011817
948.953,1.25421e-09,0.00115348
952.212,1.40207e-09,0.00120116
955.471,1.02636e-09,0.00125152
958.729,9.67937e-10,0.0011787
961.988,7.39968e-10,0.00116498
965.247,4.94511e-10,0.00116489
968.506,3.16292e-10,0.00117425
971.765,1.86143e-10,0.00119067
975.024,1.18651e-10,0.00121049
978.283,8.23388e-11,0.00123365
981.542,5.77052e-11,0.00126016
984.801,4.08031e-11,0.00128901
988.06,3.08211e-11,0.00131942
991.319,3.08099e-11,0.00135765
994.578,1.80691e-11,0.00141135
997.837,1.08024e-11,0.00147402
1001.096,5.78389e-12,0.00153981
1004.355,3.4783e-12,0.00160133
1007.614,2.38901e-12,0.00166244
1010.873,1.65683e-12,0.00172599
1014.132,1.39553e-12,0.00179924
1017.391,8.66796e-13,0.0018855
1020.65,5.43638e-13,0.00198195
1023.909,8.99421e-14,0.00203078
1027.168,1.8968e-13,0.00208242
1030.427,1.88619e-13,0.00210934
1033.686,1.16665e-13,0.00212969
1036.945,3.52195e-14,0.0021322
1040.204,7.5152e-14,0.00216124
1043.463,4.30278e-14,0.00218116
1046.722,2.71444e-14,0.00218873
1049.981,1.16578e-14,0.00218066
1053.24,3.12823e-14,0.00218868
1056.499,1.98391e-14,0.00219749
1059.758,1.2434e-14,0.00223624
1063.017,7.37743e-15,0.00230021
1066.276,4.41788e-15,0.00238303
1069.535,2.66285e-15,0.00247985
1072.794,1.60824e-15,0.00257962
1076.053,8.97286e-16,0.00263966
1079.312,7.375e-16,0.00263243
1082.571,3.31515e-16,0.00261588
