Cells,Value,Error
2.0,8.37441e-09,0.0098
3.0,1.03234e-08,0.0093
4.0,1.45906e-08,0.009
5.0,2.19585e-08,0.0086
6.0,3.3972e-08,0.0084
7.0,5.26537e-08,0.008
8.0,8.1252e-08,0.0078
9.0,1.24397e-07,0.0074
10.0,1.88007e-07,0.0073
11.0,2.82779e-07,0.007
12.0,4.22111e-07,0.0069
13.0,6.15155e-07,0.0067
14.0,8.8708e-07,0.0066
15.0,1.26711e-06,0.0064
16.0,1.76677e-06,0.0064
17.0,2.44186e-06,0.0062
18.0,3.31087e-06,0.0061
19.0,4.53531e-06,0.0057
20.0,6.34071e-06,0.0054
21.0,9.20272e-06,0.0048
22.0,2.24379e-05,0.0052
24.0,2.678e-05,0.0042
25.0,4.36421e-05,0.0037
26.0,0.000137667,0.0034
27.0,0.000315539,0.003
28.0,0.000715674,0.0028
29.0,0.00151991,0.0025
30.0,0.00256742,0.0024
31.0,0.00311634,0.0022
33.0,0.00994473,0.0017
34.0,0.0480829,0.0018
35.0,0.0306682,0.0015
36.0,0.112645,0.0015
37.0,0.0744518,0.0012
38.0,0.380707,0.0012
39.0,0.220498,0.0009
40.0,1.0387,0.001
41.0,0.573455,0.0008
42.0,2.70619,0.0008
43.0,1.24891,0.0007
44.0,4.75232,0.0007
45.0,1.8359,0.0007
46.0,7.17051,0.0006
47.0,2.22941,0.001
48.0,2.27879,0.0007
49.0,5.43172,0.0006
53.0,7.49425,0.0003
54.0,2.79521,0.0005
55.0,2.78357,0.0006
56.0,10.4607,0.0003
57.0,2.36028,0.0004
58.0,7.03473,0.0003
59.0,1.66904,0.0004
60.0,4.04177,0.0003
61.0,0.799545,0.0004
62.0,1.55571,0.0004
63.0,0.316707,0.0004
64.0,0.564841,0.0006
65.0,0.107618,0.0006
66.0,0.16447,0.0007
67.0,0.0441965,0.0007
68.0,0.0689451,0.0009
69.0,0.0140611,0.0008
71.0,0.00423558,0.0011
72.0,0.00366297,0.0012
73.0,0.00256652,0.0013
74.0,0.0014976,0.0014
75.0,0.000805092,0.0015
76.0,0.000421663,0.0016
77.0,0.000220785,0.0018
78.0,0.000116275,0.0021
79.0,6.1983e-05,0.0023
80.0,3.33651e-05,0.0026
81.0,1.77322e-05,0.003
82.0,6.39451e-06,0.0034
83.0,3.93982e-06,0.0038
85.0,3.25617e-06,0.0048
86.0,1.33071e-06,0.0045
87.0,9.14698e-07,0.005
88.0,6.50337e-07,0.0054
89.0,4.74116e-07,0.0056
90.0,3.44499e-07,0.0059
91.0,2.4809e-07,0.006
92.0,1.76458e-07,0.0062
93.0,1.22928e-07,0.0062
94.0,8.45159e-08,0.0065
95.0,5.74992e-08,0.0065
96.0,3.86149e-08,0.0068
97.0,2.55642e-08,0.0069
98.0,1.67416e-08,0.0073
99.0,1.08695e-08,0.0075
100.0,6.93686e-09,0.0078
101.0,4.38642e-09,0.0081
102.0,2.74447e-09,0.0086
103.0,1.64059e-09,0.0089
104.0,9.28585e-10,0.0095
105.0,4.31115e-10,0.0102
