Cells,Value,Error
2.0,3129100.0,0.0098
3.0,3910180.0,0.0094
4.0,5641860.0,0.0089
5.0,8675560.0,0.0085
6.0,13710100.0,0.0081
7.0,21744800.0,0.0078
8.0,34308500.0,0.0075
9.0,53846000.0,0.0073
10.0,83894400.0,0.007
11.0,129325000.0,0.0068
12.0,197560000.0,0.0066
13.0,297696000.0,0.0064
14.0,442807000.0,0.0063
15.0,650193000.0,0.0061
16.0,934593000.0,0.006
17.0,1313870000.0,0.0059
18.0,1797410000.0,0.0058
19.0,2374040000.0,0.0056
20.0,2993920000.0,0.0055
21.0,3533440000.0,0.0054
22.0,3716310000.0,0.0055
24.0,3847570000.0,0.0053
25.0,6090450000.0,0.0048
26.0,12089000000.0,0.0042
27.0,26565200000.0,0.0035
28.0,68295700000.0,0.003
29.0,188502000000.0,0.0026
30.0,475438000000.0,0.0024
31.0,868404000000.0,0.0023
33.0,1626260000000.0,0.002
34.0,3173300000000.0,0.0017
35.0,4162930000000.0,0.0016
36.0,7474280000000.0,0.0015
37.0,11356800000000.0,0.0013
38.0,22339600000000.0,0.0012
39.0,30068500000000.0,0.0011
40.0,52005700000000.0,0.001
41.0,66992300000000.0,0.0009
42.0,108367000000000.0,0.0008
43.0,126010000000000.0,0.0008
44.0,169387000000000.0,0.0007
45.0,193589000000000.0,0.0007
46.0,265470000000000.0,0.0006
47.0,296074000000000.0,0.0007
48.0,308831000000000.0,0.0006
49.0,351403000000000.0,0.0006
53.0,436708000000000.0,0.0004
54.0,394224000000000.0,0.0004
55.0,379356000000000.0,0.0004
56.0,348413000000000.0,0.0003
57.0,268407000000000.0,0.0003
58.0,239133000000000.0,0.0003
59.0,183873000000000.0,0.0003
60.0,159961000000000.0,0.0003
61.0,100386000000000.0,0.0004
62.0,78107700000000.0,0.0004
63.0,45103900000000.0,0.0005
64.0,33379800000000.0,0.0005
65.0,16832100000000.0,0.0006
66.0,10984500000000.0,0.0007
67.0,6072150000000.0,0.0008
68.0,4577410000000.0,0.0008
69.0,2301770000000.0,0.001
71.0,1202080000000.0,0.0011
72.0,711125000000.0,0.0012
73.0,357909000000.0,0.0012
74.0,162110000000.0,0.0014
75.0,73733900000.0,0.0016
76.0,34951500000.0,0.0019
77.0,17352200000.0,0.0022
78.0,8909260000.0,0.0025
79.0,4720110000.0,0.0029
80.0,2607630000.0,0.0033
81.0,1566250000.0,0.0037
82.0,883674000.0,0.0043
83.0,558595000.0,0.0048
85.0,535736000.0,0.005
86.0,509804000.0,0.0049
87.0,430847000.0,0.005
88.0,340242000.0,0.0051
89.0,255562000.0,0.0052
90.0,186063000.0,0.0053
91.0,131715000.0,0.0055
92.0,90991000.0,0.0056
93.0,61775300.0,0.0058
94.0,41288300.0,0.006
95.0,27167800.0,0.0062
96.0,17668200.0,0.0064
97.0,11375500.0,0.0066
98.0,7257730.0,0.0069
99.0,4582230.0,0.0072
100.0,2867450.0,0.0075
101.0,1777260.0,0.0079
102.0,1085990.0,0.0083
103.0,644780.0,0.0087
104.0,355567.0,0.0091
105.0,148391.0,0.0095
